Season,Episode,Speaker,To,Line,Location
2,1,Mark,Jeremy," Right, OK. Jez, why's the chair- and what's all this strawberry? And my yoghurt? Jez, what's happened to my Muller? Oh, no, you haven't, have you? You haven't been sexing it up in here with my yoghurt?",Kitchen
2,1,Jeremy,Mark," Relax, Mark, it's all right. We were just feeling very horny.",Kitchen
2,1,Mark,Jeremy, I don't want to know! OK? I don't want to hear about it! And I don't want it using up all my yogurt and bloody shower gel?!,Kitchen
2,1,Jeremy,Mark," Mark, I'm just in a very erotic relationship right now. I mean, we're systematically breaking down all the taboos that society has.",Kitchen
2,1,Mark,Jeremy,"Right. And love? Romance? I mean, is there any romance in any of this at all?",Bathroom
2,1,Jeremy,Mark, Who needs romance when you're doing it up the bum?,Bathroom
2,1,Mark,Jeremy," Exactly. Exactly my point. I mean, if you've actually done that, which, by the way, I can see no point whatsoever in myself…",Bathroom
2,1,Jeremy,Mark,You'd love to try it.,Bathroom
2,1,Mark,Jeremy," I honestly would not! What is this modern obsession with... that? Look, Jez, what I'm trying to say is, so, for better, for worse, the '60s happened, and now sex is, fine. But can't we take the best of that, the nice music, the colours, the ""I have dream"", et cetera, but not have to face the... squalor?",Bathroom
2,1,Jeremy,Mark," Uh, you might want to give that a bit of a rinse, actually, mate.",Bathroom
2,1,Jeremy,Nancy, Do I really have to do this?,Jez's Room
2,1,Nancy,Jeremy," What are you afraid of, Jeremy? All done.",Jez's Room
2,1,Jeremy,Nancy," I dunno, it just feels almost... wrong.",Jez's Room
2,1,Nancy,Jeremy," We're breaking a taboo, of course it feels wrong. We've got boundaries to smash, Jeremy. It's our duty to God, Shiva, NASDAQ, whatever you want to call him.",Jez's Room
2,1,Jeremy,Nancy, But are you sure this isn't ...racist?,Jez's Room
2,1,Nancy,Jeremy," Jeremy, I come from America. I've seen the problems race brings up. Now fuck me and pretend I'm your mom!",Jez's Room
2,1,Jeremy,Nancy, What?! Why?!,Jez's Room
2,1,Nancy,Jeremy," You can't imagine your mom having sex with a black man? That's pretty racist, Jeremy.",Jez's Room
2,1,Jeremy,Nancy," It's not that, it's just Mum? Really? Mummy? I-I'm sorry, Nancy, I can't do it. I'm not getting anything. I'm sorry. I just can't.",Jez's Room
2,1,Mark,Mark,I wonder which of my treasured possessions they'll be putting in each other's anuses tonight.,Rainbow Rhythms
2,1,Jeremy,Jeremy,"God, she's amazing. Got to keep her interested. Prove I can keep breaking taboos. But what? Take a crap on the floor? No.",Rainbow Rhythms
2,1,Toni,Jeremy," Hi, honey, I managed to make it!",Rainbow Rhythms
2,1,Jeremy,Toni, Oh. Brilliant.,Rainbow Rhythms
2,1,Toni,Jeremy," Tony and I have talked it all through, the whole horrible situation.",Rainbow Rhythms
2,1,Jeremy,Toni, What situation?,Rainbow Rhythms
2,1,Toni,Jeremy, You being in love with me!,Rainbow Rhythms
2,1,Jeremy,Toni," Oh, right. Yeah.",Rainbow Rhythms
2,1,Dance Teacher,Others," Now, as we flow into yellow, remember, stop thinking. Let your body dance you.",Rainbow Rhythms
2,1,Mark,Mark,"Next she'll be telling us to use the Force. If you ask me, Skywalker was bloody lucky to get away with turning off his guidance system. No, if I want to act relaxed, it's gonna take all my cunning, skill and concentration.",Rainbow Rhythms
2,1,Jeremy,Jeremy,"Shit! Who's Mr. New Pants? Fuck, he's crossing a boundary. Bollocks, why did we come somewhere with no boundaries? This would never happen at the pub.",Rainbow Rhythms
2,1,Dance Teacher,Others,"Now, as we move into red, let it all go my super-luminaries. Open the box.",Rainbow Rhythms
2,1,Mark,Mark,"Yeah, sure, honey. Appear to be opening the box while in fact, the lid stays very firmly on. She's buying it! God, it's so easy being a freak, no wonder they're ten a penny. I should get extra marks for not feeling a fucking thing.",Rainbow Rhythms
2,1,Sophie,Mark," Mark, how are you feeling? You looked like you were really getting in touch with something in there.",Pub
2,1,Mark,Mark,"Oh, for God's sake!",Pub
2,1,Mark,Sophie,"Yeah, well, it wasn't really me as such, it was almost as if something was flowing out of me.",Pub
2,1,Nancy,Mark," Mmm, that literally happened to me the first time I went. I opened up so much I puked!",Pub
2,1,Jeremy,Nancy, Oh blimey.,Pub
2,1,Gwyn,Nancy, I think that's fantastic.,Pub
2,1,Jeremy,Nancy," No, brilliant. I mean, that's brilliant, honey. You're such a bloody trooper.",Pub
2,1,Nancy,Jeremy, Well that's when I decided to live in the open 24/7. No more crap,Pub
2,1,Jeremy,Nancy," Absolutely, sweetheart.",Pub
2,1,Nancy,Jeremy," I mean, we have a great time together and obviously we both know it's an open relationship.",Pub
2,1,Jeremy,Nancy, Exactly. We're open in our relationship.,Pub
2,1,Nancy,Jeremy, And we're open with other people.,Pub
2,1,Jeremy,Nancy, We... are?,Pub
2,1,Nancy,Jeremy," That's what we're all about, right, Jez? Freedom?",Pub
2,1,Jeremy,Nancy," Sure, Nance, sure, yeah. Freedom, loyalty, commitment, monogamy. In a sense, that's the final taboo, isn't it?",Pub
2,1,Toni,Jeremy," That's funny, you weren't worried about monogamy the other day when you came round and told me you were in love with me.",Pub
2,1,Jeremy,Toni," Right, yeah. I mean, that was a bit of a- not mistake, or joke, but just... wrong. I mean, you can't love two people at once.",Pub
2,1,Toni,Jeremy," Yes, you can.",Pub
2,1,Nancy,Jeremy, Of course you can.,Pub
2,1,Jeremy,Nancy," No, sure, obviously you can, but you don't. You work out who you like best and then you pretend not to like anyone else.",Pub
2,1,Mark,Sophie," What do you think, Soph? Can you love more than one person at a time?",Pub
2,1,Sophie,Mark," Well, um, I mean, it depends what type of love you're talking about...",Pub
2,1,Mark,Mark,"Yeah, but what does she really think? Probably shouldn't look again today. More than once every four hours would be obsessive.",Pub
2,1,Sophie,Sophie, ...very confusing.,Pub
2,1,Mark,Sophie," Yeah, I know exactly what you mean. Tell you what, I'm going off to the bog. For a wee!",Pub
2,1,Mark,Mark,"Conversation is rubbish. You could literally waste years talking to someone and never get the bottom line. OK, still nothing interesting in the outbox. She needs to express her feelings more. Ha! Just, check the inbox. A-ha! Jeff. Just arrived. What's your game? ""Soph, just a thought, do you fancy going punting on Saturday? Thought it might be a laugh. Bell me. Love Jeffy."" Jeffy, ugh. Punting? Punting equals shunting. Got to get in first, ask her out on a day trip. What's a banker?",Pub
2,1,Mark,Jeremy," And we'd be exploring the miracles of flight and human endeavour. It's a spiritual thing, really.",Nancy's VW
2,1,Jeremy,Mark," Mark, we are not going to RAF Duxford.",Nancy's VW
2,1,Sophie,Mark," And I'm sorry, but we did vote, so the Todsford stone circle it is.",Nancy's VW
2,1,Mark,Sophie," Yes. Yes, I know. Well, it'll be good to go to a field and look at some stones.",Nancy's VW
2,1,Jeremy,Nancy, Ah shit. We've gone into the crease. I can't make out anything in the crease.,Nancy's VW
2,1,Nancy,Jeremy," Jez, we've been lost for four hours now. Fuck it, I'm going to Tolsbury.",Nancy's VW
2,1,Jeremy,Nancy, Tolsbury?,Nancy's VW
2,1,Nancy,Jeremy,Yeah. We can surprise Gwyn from dance class! He's got a boathouse there.,Nancy's VW
2,1,Jeremy,Nancy," Oh right, Gwyn. Brilliant.",Nancy's VW
2,1,Jeremy,Jeremy,"Shit. Got to stop this. Grab the wheel, cause an accident. There's definitely a taboo against that. Plus, if she got disfigured, she'd be more likely to stick with me. But what if I came off worse, lost a limb? I'm punching above my weight as it is.",Nancy's VW
2,1,Jeremy,Nancy,"Or, listen, if we take a right up ahead, we could make it to this really wicked-looking public weighbridge!",Nancy's VW
2,1,Gwyn,Nancy," This is great, so great to see you guys down here.",Gwyn's Cabin
2,1,Nancy,Gwyn," This place is just fantastic, Gwyn. Isn't it fantastic?",Gwyn's Cabin
2,1,Sophie,Gwyn, Amazing.,Gwyn's Cabin
2,1,Mark,Gwyn, Brilliant.,Gwyn's Cabin
2,1,Jeremy,Gwyn, Yeah. We should probably think about heading off.,Gwyn's Cabin
2,1,Gwyn,Jeremy," Nonsense. You're here, enjoy. Hey, I tell you what. Let's all take a swim.",Gwyn's Cabin
2,1,Jeremy,Gwyn," Yeah, nice idea but no stuff, so we'd better be off.",Gwyn's Cabin
2,1,Gwyn,Jeremy," On a day like this, what stuff do you need? ""Sorry, I can't possibly enjoy the fresh water against my skin, I haven't got my stuff.""",Gwyn's Cabin
2,1,Jeremy,Gwyn," All right, I don't need stuff, either. Yeah forget stuff, let's have it.",Gwyn's Cabin
2,1,Mark,Gwyn, Is there no stuff I can borrow? I really do feel much more comfortable with stuff.,Gwyn's Cabin
2,1,Sophie,Jeremy," Oh, this is amazing! I love this!",Gwyn's Cabin
2,1,Jeremy,Mark," Come on, Mark!",Gwyn's Cabin
2,1,Gwyn,Mark, Get the pants off dude and come on in!,Gwyn's Cabin
2,1,Mark,Gwyn," Heh heh, I might keep them on, actually.",Gwyn's Cabin
2,1,Jeremy,Mark," Oh come on Mark, don't be a party pooper, get 'em off!",Gwyn's Cabin
2,1,Nancy,Mark," Yeah! Yay, come on!",Gwyn's Cabin
2,1,Mark,Mark,No way. No fucking way.,Gwyn's Cabin
2,1,Mark,Nancy,"I'm not sure I want to swim, actually. I might just watch.",Gwyn's Cabin
2,1,Jeremy,Mark, Off! Off! Off! Off! Off! Off!,Gwyn's Cabin
2,1,Sophie,Mark, Off! Off! Off! Off! Off! Off!,Gwyn's Cabin
2,1,Jeremy,Mark," Come on, we've all got 'em off, get 'em off! We're having fun!",Gwyn's Cabin
2,1,Mark,Jeremy," Jez Jez, seriously, don't!",Gwyn's Cabin
2,1,Jeremy,Mark," I'm pulling your pants down, Mark!",Gwyn's Cabin
2,1,Mark,Jeremy," Fuck off! Fuck off! Fuck off me! I'll do it. All right? I'll do it. In my own time, I'll do it.",Gwyn's Cabin
2,1,Sophie,Mark, Yay!,Gwyn's Cabin
2,1,Mark,Mark,"OK, done the hard part. They've seen and rated my penis, now it's time to take advantage of the '60s vibe to get it on with Sophie.",Gwyn's Cabin
2,1,Nancy,Gwyn," This place is amazing, Gwyn. How can you afford it all?",Gwyn's Cabin
2,1,Gwyn,Nancy, I guess I've just been very lucky. Money's an energy and lots of it has always flowed towards me. Particularly after my parents died.,Gwyn's Cabin
2,1,Jeremy,Gwyn, Cosmic.,Gwyn's Cabin
2,1,Gwyn,Jeremy," Yeah well, that might sound funny to you, but it was actually quite a painful time.",Gwyn's Cabin
2,1,Jeremy,Gwyn, No I just meant…,Gwyn's Cabin
2,1,Jeremy,Jeremy,"You're not gonna out-hippie me, you fucking hippie.",Gwyn's Cabin
2,1,Jeremy,Gwyn,This place has great energy.,Gwyn's Cabin
2,1,Gwyn,Jeremy," Yeah. I remember when I first spent time down here. I was 14 years old, and I came down here all alone, just with a candle and an old, old copy of Henry Miller. And I just had the most amazing wank. I mean it really just bust me open. I couldn't believe that I had this instrument right there. Isn't it amazing, that first big wank?",Gwyn's Cabin
2,1,Nancy,Gwyn," Oh, yeah.",Gwyn's Cabin
2,1,Jeremy,Gwyn," Oh, yeah.",Gwyn's Cabin
2,1,Mark,Gwyn, Yeah.,Gwyn's Cabin
2,1,Gwyn,Nancy," I tell you what we used to do down here when we were kids. Spin the bottle, that whole thing. Hey. Why not? Why don't we just fucking go for it?",Gwyn's Cabin
2,1,Nancy,Gwyn, Yeah!,Gwyn's Cabin
2,1,Gwyn,Nancy," OK, so, whoever's on kisses whoever the bottle stops at. Cool?",Gwyn's Cabin
2,1,Sophie,Mark, Yeah. Mark?,Gwyn's Cabin
2,1,Mark,Mark,"Say no, ask her to go for a walk.",Gwyn's Cabin
2,1,Mark,Sophie,"Sure, yeah.",Gwyn's Cabin
2,1,Gwyn,Jeremy," OK, so, Jez, you're on, and it's…",Gwyn's Cabin
2,1,Jeremy,Jeremy,"Nancy, Nancy, Nancy",Gwyn's Cabin
2,1,Gwyn,Mark, Mark.,Gwyn's Cabin
2,1,Jeremy,Gwyn," OK, so, what happens? Spin again?",Gwyn's Cabin
2,1,Gwyn,Jeremy," Sure. If you can't handle it, spin again.",Gwyn's Cabin
2,1,Jeremy,Gwyn," Oh, I can handle it. I just wasn't sure about, Mark, where you stand on... taboos.",Gwyn's Cabin
2,1,Mark,Mark,I'm not uptight. I'm not uptight.,Gwyn's Cabin
2,1,Mark,Jeremy,I hate taboos.,Gwyn's Cabin
2,1,Jeremy,Mark," Well, me too. I break them.",Gwyn's Cabin
2,1,Mark,Jeremy," Me too, I love breaking them.",Gwyn's Cabin
2,1,Mark,Mark,"Oh, no! No! No! I can't believe this is happening. He doesn't even floss. I tell him, but he won't. Jesus, when can we stop?",Gwyn's Cabin
2,1,Jeremy,Jeremy,"Don't stop first. If I don't mind looking gay, I'll seem the most hetero. At least it's Mark. Oh, Jesus, it's Mark!",Gwyn's Cabin
2,1,Sophie,Mark," Wow, Mark! Well done.",Gwyn's Cabin
2,1,Mark,Sophie, Thank you.,Gwyn's Cabin
2,1,Gwyn,Nancy," OK, so, Nancy's on.",Gwyn's Cabin
2,1,Mark,Mark,This is probably how the Manson family started.,Gwyn's Cabin
2,1,Gwyn,Nancy," Come here, you.",Gwyn's Cabin
2,1,Jeremy,Gwyn," Uh hey, come on, folks, there are other people waiting to… Hmm, ok.",Gwyn's Cabin
2,1,Mark,Mark,"The squalor. It's happening. It's Woodstock, it's Altamont, it's My Lai. Although, Sophie's hand on my thigh, maybe there's a time and a place for squalor.",Gwyn's Cabin
2,1,Mark,Sophie," Sophie, your hand... oh, look. Gwyn's feeling me up.",Gwyn's Cabin
2,1,Mark,Mark,I'm Louis Theroux. I'm Louis Theroux and his wry smile at the orgy.,Gwyn's Cabin
2,1,Sophie,Mark," Mark, are you into this? Cos you don't look that into this.",Gwyn's Cabin
2,1,Mark,Sophie," No, no, this is great. I'm, I'm into this.",Gwyn's Cabin
2,1,Sophie,Mark, Because I'm not sure I'm into this.,Gwyn's Cabin
2,1,Mark,Sophie, You're not? Brilliant.,Gwyn's Cabin
2,1,Mark,Mark,"Sure, an orgy sounds great, but you're basically just multiplying the number of people you're not going to be able to look in the eye afterwards.",Gwyn's Cabin
2,1,Sophie,Mark," I suppose it would be interesting to try something like that one day, but you've got to think there are inevitably going to be complications.",Gwyn's Cabin
2,1,Mark,Sophie," If you're into something like that, you probably see the inevitable complications as part of the fun.",Gwyn's Cabin
2,1,Sophie,Mark, Yeah.,Gwyn's Cabin
2,1,Mark,Sophie, Isn't this beautiful?,Gwyn's Cabin
2,1,Sophie,Mark, It really is.,Gwyn's Cabin
2,1,Mark,Sophie, Here you go.,Gwyn's Cabin
2,1,Mark,Mark,"Yeah, you can keep your VD and your barricades and your talking and your drugs, I'm back to basics: moonlight, lake, cardigan. Perfect. I should do something romantic. Surely I'm not about to sing.",Gwyn's Cabin
2,1,Mark,Sophie,"I may be right I may be wrong, but I'm perfectly willing to swear, that when you turned and smiled at me, a nightingale sang in Berkeley Square.",Gwyn's Cabin
2,1,Jeremy,Jeremy,He looked like he was singing. He couldn't have been singing.,Gwyn's Cabin
2,1,Jeremy,Jeremy,"This is good. This is like watching a porno. Except I can't see anything, I haven't got a hard-on and I want to cry.",Gwyn's Cabin
2,1,Mark,Mark,"OK, this is the last time. I've really got to stop it, at least ration it. Three times a day. Yak, yak, yak. 'Mark was so sweet, feel like we could have something special if we see more of each other.'",JLB
2,1,Mark,Sophie, Hen-mania!,JLB
2,1,Sophie,Mark," Hey, Mark, what are you celebrating?",JLB
2,1,Mark,Sophie," Oh, it's just- weren't we meeting outside?",JLB
2,1,Sophie,Mark," Go on, what is it? Let me see!",JLB
2,1,Mark,Sophie," Honestly, it's nothing.",JLB
2,1,Sophie,Mark," How did you? Mark, is that my e-mail?!",JLB
2,1,Mark,Sophie," No, it's not! It's just, uh…",JLB
2,1,Mark,Mark,Escape! Escape! Escape!,JLB
2,1,Sophie,Mark," Mark, I can't believe you'd actually…",JLB
2,1,Mark,Sophie," Sophie, but please! Don't! We have something special! Not my words, yours! We can't throw that all away just because I spy on you! Can we?",JLB
2,2,Toni,Others," So, stop all the clocks, Toni and Tony are getting remarried!",Courtyard
2,2,Tony,Others," Sure, we made a few mistakes first time, but now we've got the chance to make them all over again!",Courtyard
2,2,Toni,Tony, Already he starts with the jokes. At least one of us is serious about giving this a fucking go!,Courtyard
2,2,Super Hans,Jeremy," So long, Toni. You did, didn't you?",Courtyard
2,2,Jeremy,Super Hans," Oh, yeah. And you did, obviously.",Courtyard
2,2,Super Hans,Jeremy," Ooh, yeah. Spicy!",Courtyard
2,2,Jeremy,Super Hans," Clinical, more like. What you got in there?",Courtyard
2,2,Super Hans,Jeremy, A bit of crack.,Courtyard
2,2,Jeremy,Super Hans," Crack? Crack, Super Hans?",Courtyard
2,2,Super Hans,Jeremy," Relax, it's not Blue Peter. Just a nice little relaxing smoke of crack.",Courtyard
2,2,Jeremy,Super Hans," Oh, my Lord! Oh, my fucking life. It isn't? It bloody is! Gog!",Courtyard
2,2,Super Hans,Jeremy, Gog?,Courtyard
2,2,Jeremy,Super Hans," Gog. At school, if you were gonna to sneeze you'd run up and do it in his face.",Courtyard
2,2,Jeremy,Gog,Gog!,Courtyard
2,2,Gog,Jeremy, Jeremy. What are you doing here?,Courtyard
2,2,Jeremy,Gog," Wouldn't you like to know, you big prick! So what are you doing?",Courtyard
2,2,Gog,Jeremy," Just running the business, you know hiring, firing and perspiring.",Courtyard
2,2,Jeremy,Gog," Business! Look at you, with your glass of wine and your jacket, just like a real person! Remember when we made you wank off Perchy's dog for a fiver? What are you doing, really?",Courtyard
2,2,Gog,Jeremy," Like I said, business. Going public in April. User names. And I'm overseeing the edit on my first short. Honda are very interested.",Courtyard
2,2,Jeremy,Gog," What, so you're actually... successful?",Courtyard
2,2,Gog,Jeremy," Looks like it, yeah. Just come back from three hours trying to find some music for our soundtrack that doesn't completely suck arse.",Courtyard
