Season,Episode,Speaker,To,Line,Location
8,1,Dobby,Mark,"That was him just now, he's feeling a lot worse. I said I'd go over for a bit, is that cool?",Dobby's Flat
8,1,Mark,Dobby,"Oh, sure.",Dobby's Flat
8,1,Mark,Mark,"The sickly Casanova. Aiming for a bit more ""Connect Foreplay"". Well, I'm gonna block your bright red cock with my multiple discs of yellow cock.",Dobby's Flat
8,1,Gerrard,Dobby,"Hi Dobs, thanks for coming over.",Gerrard's Place
8,1,Mark,Mark,"Yes, Gerrard, but there's a sting in the tail. A scorpion in the Kinder egg, a nail in the Toblerone, and, 'tis I!",Gerrard's Place
8,1,Gerrard,Mark,"Oh, hi Mark.",Gerrard's Place
8,1,Mark,Gerrard,"Yes, we were about to have a romantic Italian dinner for two when you rang, so I thought I'd come along.",Gerrard's Place
8,1,Gerrard,Mark,"Oh, great. Great, yeah, great.",Gerrard's Place
8,1,Dobby,Gerrard,How're you doing you big fuckstick?,Gerrard's Place
8,1,Gerrard,Dobby,"Oh, I feel awful.",Gerrard's Place
8,1,Mark,Gerrard,"Oh, that's not the spirit, mind over matter! Your friend the Cyberman wouldn't be so defeatist. Nor would any of your other brilliant... dolls.",Gerrard's Place
8,1,Dobby,Gerrard,"I'll get you a pie on. Which do you want? Grey matter pie, or brown matter pie?",Gerrard's Place
8,1,Gerrard,Dobby,"Grey matter would be lovely, thank you.",Gerrard's Place
8,1,Mark,Gerrard,"I know what you're doing, Gerrard.",Gerrard's Place
8,1,Gerrard,Mark,"What's that, Mark? Being quite ill?",Gerrard's Place
8,1,Mark,Gerrard,I've got my beady eye on you.,Gerrard's Place
8,1,Gerrard,Mark,You're barking up the wrong tree.,Gerrard's Place
8,1,Mark,Gerrard,"She's not interested in romancing the stone, Gerrard. It's no dice for you and your sickly ways.",Gerrard's Place
8,1,Gerrard,Mark,Yeah? We'll see about that. I'm playing the long game.,Gerrard's Place
8,1,Dobby,Gerrard,"Where's your inhaler, G man?",Gerrard's Place
8,1,Gerrard,Dobby,"Maybe in the spare room? Ken took the last of his stuff. It feels funny to be all alone. To be honest, if I could just find a pal, I'd ask then to move in rent free.",Gerrard's Place
8,1,Gerrard,Mark,"Don't worry, Mark, I'll take good care of her. Very, very good care indeed.",Gerrard's Place
8,1,Mark,Mark,I can't compete with that! A free room at Gerrard's versus fifty quid a week for Fritzl's cellar.,Gerrard's Place
8,1,Mark,Mark,"Time to say goodbye to daddy, and hand you over to mummy. Hmm, pretty sure he's parked a turd in there. Sophie can change that in the lift.",Hall
8,1,Mark,Jeff,"Hi, Soph.",Hall
8,1,Mark,Mark,"Oh, great.",Hall
8,1,Jeff,Mark,"Hello, Mark!",Hall
8,1,Mark,Jeff,Jeff?,Hall
8,1,Jeff,Mark,"I'm here for Ian. Didn't Soph tell ya? We're back on. Yeah, I moved into Nanna's cottage last month, so...",Hall
8,1,Mark,Jeff,Oh. R-Right.,Hall
8,1,Mark,Mark,"God, should I? Give the thing I love best to the man I hate most?",Hall
8,1,Jeff,Mark,"Bye bye, bye bye. See you later, Mark, bye bye. Has he...?",Hall
8,1,Mark,Jeff,"Don't think so, mate.",Hall
8,1,Mark,Mark,"Maybe Ian won't remember I gave him away to another man. If he does, he'll be some kind of memory genius. ""Yeah, my son hates me, but he can remember a full deck of cards, and that's why he lives in Vegas.""",Hall
8,1,Jeremy,Mark,Jeff?,Hall
8,1,Mark,Jeremy,I think it's OK. Or do you think there's any chance he's trying to kill all my offspring? Like Herod?,Hall
8,1,Mark,Jeremy,"That's a lot of shopping, Jez.",Kitchen
8,1,Jeremy,Mark,"Yeah, stocking up.",Kitchen
8,1,Mark,Jeremy,"Right. It's just, Dobby might well have moved in before we eat all these horrible lentils.",Kitchen
8,1,Jeremy,Mark,"Yeah, I've just got the feeling maybe I'm gonna get to finish these lentils.",Kitchen
8,1,Mark,Jeremy,"She is moving in, you know? I'm getting a firm date. Why have you got cat food?",Kitchen
8,1,Jeremy,Mark,"To confuse them. Fucking Nectar inspectors. That's why I got the denture cleaner, to throw them a weird one. ""Who are these guys?""",Kitchen
8,1,Mark,Jeremy,"Great, so now they'll think we're a couple of guys with our booze, and our pizzas, and a cat we starve, and an old man we've kidnapped whose dentures we periodically deign to cleanse.",Kitchen
8,1,Jeremy,Mark,Mm-hm.,Kitchen
8,1,Dobby,Mark,Hey.,Kitchen
8,1,Mark,Dobby,"Margherita or pepperoni, Dobs?",Kitchen
8,1,Dobby,Mark,"Ooh, it's like Sophie's Choice! If Meryl Streep had given birth to a pair of Chicago Town pizzas.",Kitchen
8,1,Dobby,Jeremy,"Oh, Jez, Mark told me about you burning the band. You OK?",Kitchen
8,1,Jeremy,Dobby,"Yeah, I'm too big to fail.",Kitchen
8,1,Mark,Dobby,He doesn't know what that means.,Kitchen
8,1,Jeremy,Mark,I do know what that means.,Kitchen
8,1,Mark,Mark,He doesn't know what that means.,Kitchen
8,1,Jeremy,Dobby,"Anyway, it's cool. I've always got the ""Three-oh Walcott"" millions.",Kitchen
8,1,Dobby,Jeremy,Hmm?,Kitchen
8,1,Mark,Dobby,"Jeremy's planning to sell the headline, ""Three-oh Walcott"" to a tabloid newspaper when Theo Walcott turns thirty, and we've agreed not to argue whether that's a good plan.",Kitchen
8,1,Jeremy,Mark,It is a good plan.,Kitchen
8,1,Mark,Jeremy,I know.,Kitchen
8,1,Dobby,Jeremy,"Listen, my mate Alice is seeing a shit-hot therapist. He's sorted her right out. Work, relationships, her OCD about visiting every mainland Holland & Barrett, everything.",Kitchen
8,1,Jeremy,Dobby,"God, I'd love to do therapy. Get someone's hands in my brain, have a root around. I just can't afford it.",Kitchen
8,1,Mark,Jeremy,"You know what, Jez? If you like, I could pay for you to have therapy.",Kitchen
8,1,Jeremy,Dobby,"It's not with electric, is it?",Kitchen
8,1,Dobby,Jeremy,"No. He's really amazing, and it's only five hundred for an intensive course.",Kitchen
8,1,Mark,Jeremy,Why don't I give you that? Your deposit? Since you're moving on.,Kitchen
8,1,Jeremy,Mark,Really? Are you sure? What about the stain?,Kitchen
8,1,Mark,Jeremy,It's a goodbye gift. Fuck the stain.,Kitchen
8,1,Jeremy,Mark,"Dude, I thought you were going to wheedle me for ages about the stain.",Kitchen
8,1,Mark,Jeremy,Spend it on a nut doctor to work out what's wrong with you.,Kitchen
8,1,Jeremy,Mark,"I love you, Mark.",Kitchen
8,1,Mark,Jeremy,"I like you, too, Jez.",Kitchen
8,1,Dobby,Mark,It's Gerrard.,Kitchen
8,1,Mark,Dobby,"Oh, Dobs, you saw him last night, and the night before. It's like you're turning into his personal bum boy.",Kitchen
8,1,Dobby,Mark,"He's really ill, Mark.",Kitchen
8,1,Mark,Dobby,"It's just, I was really looking forward to spending the evening with you.",Kitchen
8,1,Dobby,Mark,I could be there and back in three quarters of an hour. He might have got worse.,Kitchen
8,1,Mark,Dobby,It looks like there's someone on The Apprentice who I think we're both going to really loathe. A real specimen.,Kitchen
8,1,Jeremy,Dobby,"I've seen it, he is a shit bag.",Kitchen
8,1,Mark,Dobby,"Look Dobs, sometimes you need to draw a line.",Kitchen
8,1,Dobby,Mark,Whoa! You manhandled my phone. That's pretty Fifty Shades of fucking Grey.,Kitchen
8,1,Mark,Dobby,You know you wanted me to.,Kitchen
8,1,Dobby,Mark,"Right. Well, this bloke better be a solid gold twat.",Kitchen
8,1,Jeremy,Jeremy,"Right. Therapy. What do I really want from therapy? A harsh, unremitting stare at the bare facts of my actual life. Oh, fuck that, he's eating a Twix! I can't take him seriously.",Therapist's
8,1,Others,Jeremy,Mr. Usbourne?,Therapist's
8,1,Jeremy,Others,"Sorry, I'm Mr. Smith, wrong house, I'm not coming back, goodbye.",Therapist's
8,1,Super Hans,Mark,Grayson's the kind of guy who'll respect you more if you stand up to him.,"Baths, Bathrooms and Fittings"
8,1,Mark,Mark,Interview advice from the disordered mind of the crackhead.,"Baths, Bathrooms and Fittings"
8,1,Mark,Super Hans,Right.,"Baths, Bathrooms and Fittings"
8,1,Super Hans,Mark,"Yeah. You should be like, ""no mate, let me stop you there. This interview's gone on long enough. I need a shit, and a glass of water. I'll be back in five."" Then march out, stroll around the block, back in, he'll love all that.","Baths, Bathrooms and Fittings"
8,1,Mark,Super Hans,A shit and a glass of water?,"Baths, Bathrooms and Fittings"
8,1,Super Hans,Mark,"Yeah, whatever. ""I've got a headache, need a baguette.""","Baths, Bathrooms and Fittings"
8,1,Mark,Mark,"OK, here goes. At least I'm the first one in. ""Hi, Robert Grayson, I'm Mark Corrigan"". ""Hi, Robert Grayson, pleased to meet you."" ""Hi, Mr. Grayson, pleased to meet you.""","Baths, Bathrooms and Fittings"
8,1,Others,Mark,Mr. Grayson's ready for you.,"Baths, Bathrooms and Fittings"
8,1,Mark,Others,Thank you.,"Baths, Bathrooms and Fittings"
8,1,Mark,Mark,"""Hi, Mr. Grayson, pleased to meet you!""","Baths, Bathrooms and Fittings"
8,1,Mark,Grayson,"Hi, I'm Robert Grayson, pleased to meet you.","Baths, Bathrooms and Fittings"
8,1,Grayson,Mark,"No, I'm Robert Grayson.","Baths, Bathrooms and Fittings"
8,1,Mark,Grayson,"No, s-sure.","Baths, Bathrooms and Fittings"
8,1,Grayson,Mark,Are you Robert Grayson?,"Baths, Bathrooms and Fittings"
8,1,Mark,Grayson,"No. I-I-I'm sorry, you are. You are, I'm not. I'm very sorry.","Baths, Bathrooms and Fittings"
8,1,Mark,Mark,"Hmm, I have a sudden, overpowering desire for a glass of water, and a baguette.","Baths, Bathrooms and Fittings"
8,1,Mark,Mark,"Wow, I can't believe I got a second interview! If I can only remember my own name at the next one, I might be in with a chance. Hang on, this is prime therapy time. Oh, I get it, the lady doth eat bhaji too much, methinks. I've seen behind the curtain. Ahoy there, moral high ground. He's wasting fice hundred of my pounds, and it feels fantastic.",Outside
8,1,Mark,Jeremy,"Hi, Jez, how was your session?",Living Room
8,1,Jeremy,Mark,"Oh, good. Yeah, amazing. Reckon I'll be cured soon.",Living Room
8,1,Mark,Jeremy,Cured? Did they use that phrase?,Living Room
8,1,Jeremy,Mark,"I don't really want to go into it, but we hit upon a lot of key issues.",Living Room
8,1,Jeremy,Jeremy,Me and Doctor Bhaji.,Living Room
8,1,Mark,Jeremy,"Well they certainly cost a pretty penny, so I imagine they must know what they're talking about. I guess you won't have had the chance to get anything to eat?",Living Room
8,1,Jeremy,Mark,"Oh, er... no, that's right.",Living Room
8,1,Mark,Jeremy,"I thought so, so, I've got us both a lovely big curry as a treat.",Living Room
8,1,Jeremy,Mark,"Oh, good.",Living Room
8,1,Mark,Jeremy,"Come on, sit down, tuck in, there's bhajis.",Living Room
8,1,Jeremy,Jeremy,Is he fucking me? How would he know? Unless he drives around in a Jeremy detector van.,Living Room
8,1,Mark,Jeremy,"Chicken tikka masala, balti tiger prawn, vegetable korma. I thought I'd really push the boat out. There's a naan and a half each.",Living Room
8,1,Jeremy,Mark,Lovely.,Living Room
8,1,Mark,Jeremy,"So, are they any particular school, your therapist, Jez? I'm interested.",Living Room
8,1,Jeremy,Mark,"Oh, you know. A... mixture.",Living Room
8,1,Mark,Jeremy,"A mixture? That is interesting. Have some of the lamb pasanda. It's incredibly rich, and creamy.",Living Room
8,1,Jeremy,Mark,You're such a bastard.,Living Room
8,1,Mark,Jeremy,I've bought you a lovely curry. What's wrong with that?,Living Room
8,1,Jeremy,Mark,"You know, don't you? You know exactly what's wrong with it.",Living Room
8,1,Mark,Jeremy,"No. Just tell me. Just say it, and it'll all be fine. No more curry, no more problem.",Living Room
8,1,Jeremy,Mark,I'm not saying it.,Living Room
8,1,Mark,Jeremy,Then eat up.,Living Room
8,1,Jeremy,Mark,"All right, I didn't go to the therapist. I had onion bhajis instead. You're the king, I'm a piece of shit. I pissed it up the wall just like I piss everything up the wall. Happy now?",Living Room
8,1,Mark,Jeremy,"Yes, I am happy now.",Living Room
8,1,Jeremy,Mark,I'm a shithead. I need help. I need therapy!,Living Room
8,1,Mark,Dobby,"Hey, great news, I got called back for a second interview at Baths, Bathrooms & Fittings!",Hall
8,1,Dobby,Mark,Congratulations. Gerrard's dead.,Hall
8,1,Mark,Dobby,Ha ha. What?,Hall
8,1,Dobby,Mark,He's dead. He died.,Hall
8,1,Mark,Dobby,When?,Hall
8,1,Dobby,Mark,"Last night, a couple of hours after he called.",Hall
8,1,Mark,Dobby,"Oh, Jesus.",Hall
8,1,Mark,Mark,"Fucking hell, Gerrard, there was no need to die. God, I only disliked you a bit. I didn't want you to... fuck. Oh, bloody hell.",Hall
8,1,Dobby,Mark,"Things took a turn for the worse. He got taken to hospital, but it was too late.",Hall
8,1,Mark,Dobby,Blimey. What- what did he die of?,Hall
8,1,Dobby,Mark,Flu.,Hall
8,1,Mark,Dobby,He died of flu?,Hall
8,1,Mark,Jeremy,"Hey Jeremy, Gerrard's died of flu.",Hall
8,1,Jeremy,Mark,Bullshit.,Hall
8,1,Mark,Jeremy,Seriously.,Hall
8,1,Jeremy,Mark,Bloody hell. That is so Gerrard.,Hall
8,1,Mark,Jeremy,I know.,Hall
8,1,Dobby,Mark,"He had a weak immune system, Mark.",Hall
8,1,Jeremy,Dobby,"Mmm. He had a weak everything, to be fair, Dobs.",Hall
8,1,Mark,Mark,"Oh my goodness, dead. He's actually dead. He's gone. He's never coming back.",Hall
8,1,Dobby,Mark,"He left a message, do you want to hear it?",Kitchen
8,1,Mark,Dobby,"Oh, God, uh.",Kitchen
8,1,Gerrard,Dobby,"Hi Dobs, not feeling great. Don't trouble yourself. Um, I just wanted to say hi. But, ah, I guess I'll just say bye.",Kitchen
8,1,Dobby,Mark,"I can't believe you cancelled his call so we could have a frozen pizza, and watch The Apprentice.",Kitchen
8,1,Mark,Dobby,"In a way, though, d-don't you think that's what he would've wanted?",Kitchen
8,1,Dobby,Mark,No. I just wish I could've said goodbye to him.,Kitchen
8,1,Mark,Dobby,Sure. Me- me too. I wish he was... OK. I really do.,Kitchen
8,1,Gerrard,Dobby,"Hi Dobs, not feeling great. Don't trouble yourself. Um, I just wanted to say hi But, ah, I guess I'll just say bye.",Kitchen
8,1,Mark,Mark,"The reproachful, but still quite irritating voice from beyond the grave.",Kitchen
8,1,Dobby,Mark,"His sister wants me to help organise the funeral. Her head's in pieces. Their mum and dad are both gone, so...",Kitchen
8,1,Mark,Dobby,"Do you know what, Dobs? We're gonna make this the best darn funeral ever. Nice chapel, eulogies. The wake, somewhere lovely. I can get a wake cake.",Kitchen
8,1,Jeremy,Jeremy,"Ooh, he's gone over the edge there.",Kitchen
8,1,Mark,Mark,"Jesus. Life. Spinning past. Every second, every single fleeting moment till we're gone. I'm taking a look at my phone tariff. I've got a very strong feeling I'm being fucked in the arse.",Kitchen
8,1,Mark,Mark,"Third place we've been to. Feels like she's still seeing more of him than me. Funeral parlour, massage parlour. Those are the main parlours, aren't they? What's their link? Both lying down? Except, pizza parlour?",Outside
8,1,Mark,Katie,"Hey guys, this one feel right?",Outside
8,1,Katie,Mark,"I think so, yeah...",Outside
8,1,Katie,Dobby,"don't you, Dobby? I think it does.",Outside
8,1,Mark,Katie,"Oh great, that is nice. It looks, if this doesn't sound weird, like his sort of place.",Outside
8,1,Mark,Mark,"Hmm, definitely does sound weird.",Outside
8,1,Mark,Katie,Do you know what I mean?,Outside
8,1,Katie,Mark,"I do know what you mean, yeah.",Outside
8,1,Dobby,Katie,"Dry, understated, but warm. Gerrard",Outside
8,1,Mark,Katie,Yeah. Gerrard.,Outside
8,1,Mark,Mark,The guy's really come into his own since he's been dead.,Outside
8,1,Dobby,Mark,"Yeah, and they can get the chapel Katie wanted at the time she wanted. Friday at eleven.",Outside
8,1,Mark,Katie,B-but is... is that the best time? Is that a good time?,Outside
8,1,Katie,Mark,It's a very popular time.,Outside
8,1,Mark,Katie,"It's just, it's stupid really but, I have actually got called back for a second interview, and I wondered, because that's set, whether maybe we should consider-",Outside
8,1,Dobby,Mark,Mark.,Outside
8,1,Mark,Dobby,"Forget I said anything. Forget the interview. But never, repeat, never forget Gerrard.",Outside
8,1,Mark,Mark,"Interview then funeral, the ultimate combo. Minicab waiting, same outfit for both.","Baths, Bathrooms and Fittings"
8,1,Grayson,Mark,"Oh, Mark, come on in. OK, so, for the second stage, we thought we'd take a different approach. A joint interview. Test your group decision making, and personnel skills. Good?","Baths, Bathrooms and Fittings"
8,1,Mark,Grayson,Great. Survival of the slickest.,"Baths, Bathrooms and Fittings"
8,1,Grayson,Mark,Exactly. So you should all have had time to look at the task.,"Baths, Bathrooms and Fittings"
8,1,Others,Grayson,"Yeah, it's a great task. But I think we should really try and think outside the box on this one.","Baths, Bathrooms and Fittings"
8,1,Mark,Mark,Just leave that to hang like the bad fart it is.,"Baths, Bathrooms and Fittings"
8,1,Mark,Others,"If I may, perhaps we should pool our skill sets by subdividing into working groups. How about you guys look at the logo, and web strategy, while Hugh has a think about the rebrand?","Baths, Bathrooms and Fittings"
8,1,Others,Mark,OK.,"Baths, Bathrooms and Fittings"
8,1,Mark,Mark,Fucking my rival with the dildo of the impossible rebrand.,"Baths, Bathrooms and Fittings"
8,1,Mark,Others,"And, if you like, I can link us all together, and do the boring stuff.","Baths, Bathrooms and Fittings"
8,1,Mark,Mark,"He said self-effacingly, as he definitely secured the job.","Baths, Bathrooms and Fittings"
8,1,Jeremy,Jeremy,"Hmm, he looks OK. Wonder what's wrong with him? Mistook his wife for a hat? Mistook his hat for a Child Called ""It""?",Therapist's
8,1,Others,Jeremy,Mr. Bendicks will be with you in five minutes.,Therapist's
8,1,Jeremy,Jeremy,"Mr. Bendicks, is that a joke? Maybe it's a test. If you tell him that his name makes you think of bendy dicks, he knows that you need the electric? Relax, just take it quick, and easy. Whip through a couple of my issues.",Therapist's
8,1,Mark,Dobby,"Hey, hey hey, this place is great! What a find!",Church
8,1,Dobby,Mark,"You're very fucking chipper, Mark.",Church
8,1,Mark,Dobby,"Sorry, it's just, it went pretty well at the interview.",Church
8,1,Dobby,Mark,"At the funeral, not so much.",Church
8,1,Mark,Dobby,"No, sure, obviously. Still, this looks like a great funeral.",Church
8,1,Mark,Mark,"God, I feel so upbeat!",Church
8,1,Dobby,Mark,"Yeah, well he was a nice guy.",Church
8,1,Mark,Mark,This is a mega funeral. It was a mega interview. Hugh was the only real rival. But look what's happened to Gerrard. This is what I do to rivals. I put my rivals in the ground.,Church
8,1,Johnson,Others,"Hi guys. My first memory of this great little guy in the big old box here, was when Gerrard's cheeky little face poked round my door at JLB. He was sniffing around for a raise that, given what I don't think anyone will mind me saying, were his very limited attributes was bloody outrageous! Look, nothing can make today all right. But maybe we can take some comfort from the brutal reality that the weak must make way for the strong. Evolution marches on, the scythe is remorseless. I hope the scythe's remorseless swing can bring some comfort to you all. OK.",Church
8,1,Others,Johnson,"Thank you very much, Alan, for those inspiring, yet challenging words.",Church
8,1,Mark,Mark,"A third interview, in half an hour? Say no? Hugh won't say no. Could I? Out in five, cab over in twenty?",Church
8,1,Others,Others,"And Now Gerrard's close friend, Mark Corrigan.",Church
8,1,Mark,Mark,"Yeah. Listerine in the cab, swill the backwash into my Volvic, spurt of Lynx, it's the busy man's shower! OK, the edit, the brutal edit.",Church
8,1,Mark,Others,"Um, OK, hi. So there's, there's so much to say about Gerrard.",Church
8,1,Mark,Mark,"That can all go, that goes.",Church
8,1,Mark,Others,"In a way, whatever I say will end up feeling incomplete.",Church
8,1,Mark,Mark,Covered myself there.,Church
8,1,Mark,Others,"So why don't I just sum up? My first day I thought, what a great guy. I liked him as soon as I met him.",Church
8,1,Mark,Mark,This is gonna take forever.,Church
8,1,Mark,Others,"Yes, I mean, why don't I just give you the stories, the highlights? Aberdeen, the Finnemore numbers, tube up the nose! But so noble. World of Warcraft, huge for him. JLB, obviously, which I think Alan hit.",Church
8,1,Mark,Mark,"Sum up, time to sum up.",Church
8,1,Mark,Others,"Look, I don't want to warble on when we probably all want to be out grieving and crying in a more well-catered environment. Sarnies! God, he loved a sandwich, seriously.",Church
8,1,Mark,Mark,That's enough.,Church
8,1,Mark,Others,"So, I just feel very sad, that's the take home message which I want you all to go away with.",Church
8,1,Mark,Mark,"Think I got away with that. Yeah, if you've got any complaints, tell 'em to Gerrard.",Church
8,1,Jeremy,Jeremy,"OK, Mr. Bendicks, bring it on.",Therapist's
8,1,Jeremy,Others,Want some Curly Wurly?,Therapist's
8,1,Jeremy,Jeremy,"Yeah. You weren't expecting that, were you?",Therapist's
8,1,Jeremy,Others,"Nothing, OK, I've heard about this. Harsh Freudian. I suppose you want me to sit here, yeah? Well, how about if I go and stand over here instead? You think you can handle that, hmm? So I suppose I can say anything in here. That's the whole idea, right? I can call you a dickhead if I want. Yeah, got a big dick for your head.",Therapist's
8,1,Jeremy,Jeremy,Is he going to get me sectioned? I hope he doesn't have a secret sectioning button under there.,Therapist's
8,1,Jeremy,Others,"So what do you want me to do? Pull down my pants and fertilise the plants? Oh, you'd love that, wouldn't you? Yeah, then you'd have a real patient on your hands. More mental millions for your high interest account, or ISA, or share portfolio, or to spend on your wife, or your boyfriend, chowing down on an Aberdeen Angus steak from your Volkswagen Passat. That's right, kemosabe, I've got your number. Yeah, doesn't feel very nice when the searchlight is turned on the searchlight operator. Hmm, yeah, pal? How about if I just pulled my knob out, and started wanking? Yeah? Oh, you'd love that wouldn't you? My gonads out, one ball dangling in front of each eye. That's your dream, yeah? Well I'm not going to!",Therapist's
8,1,Others,Jeremy,Would you like a glass of water?,Therapist's
8,1,Jeremy,Others,"Yes, please.",Therapist's
8,1,Dobby,Mark,"Where the hell have you been, Mark?",Dobby's Flat
8,1,Mark,Dobby,"Me? Oh, nightmare! Getting hold of the wake cake.",Dobby's Flat
8,1,Katie,Mark,Wake cake?,Dobby's Flat
8,1,Mark,Katie,Gotta have a wake cake. Ta da! Specially made.,Dobby's Flat
8,1,Dobby,Mark,I don't think so. This is a football cake.,Dobby's Flat
8,1,Mark,Dobby,"No, Gerrard loved the... the reds, the red team.",Dobby's Flat
8,1,Dobby,Mark,"You've made something up, and then scrimped on it.",Dobby's Flat
8,1,Mark,Mark,"Oh, come on, there were three shelves of cakes cheaper than this!",Dobby's Flat
8,1,Jeremy,Mark,"Hey Mark, how was the funeral?",Dobby's Flat
8,1,Mark,Jeremy,"Great, I got the job!",Dobby's Flat
8,1,Jeremy,Mark,"That's amazing, that's amazing news!",Dobby's Flat
8,1,Mark,Jeremy,Are you OK?,Dobby's Flat
8,1,Jeremy,Mark,"Mark, I love therapy.",Dobby's Flat
8,1,Mark,Jeremy,"OK, good.",Dobby's Flat
8,1,Jeremy,Mark,"You should have therapy. He should have therapy, everybody should have therapy.",Dobby's Flat
8,1,Mark,Jeremy,"OK, good, w-what did he say?",Dobby's Flat
8,1,Jeremy,Mark,"Therapy, therapy, therapy.",Dobby's Flat
8,1,Mark,Jeremy,Yeah. Is it just saying therapy that you're into now?,Dobby's Flat
8,1,Jeremy,Mark,"Mark, today is the day I worked out I am not currently a very successful musician.",Dobby's Flat
8,1,Mark,Jeremy,"I know, yes.",Dobby's Flat
8,1,Jeremy,Mark,"Yeah, I know you know, but now I know. And, now I know what I'm gonna do with my life.",Dobby's Flat
