Season,Episode,Speaker,To,Line,Location
5,1,Jeremy,Jeremy,Not so sexy.,Theatre Bar
5,1,Others,Others,"What, die for me? Away!",Theatre
5,1,Others,Others,"Away, what way? I prithee speak more kindly. Why dost thou frown? At whom?",Theatre
5,1,Others,Others,At thee.,Theatre
5,1,Others,Others,At me? Oh why at me?,Theatre
5,1,Jeremy,Mark,When do we get to go out?,Theatre
5,1,Mark,Jeremy,"As far as I can make out, we get to go out, for a bit, in an hour. Then we have to come back for two hours.",Theatre
5,1,Jeremy,Mark,You're kidding. I think I'll die.,Theatre
5,1,Mark,Jeremy,"If this was on television, nobody would be watching.",Theatre
5,1,Jeremy,Mark,"Oh, God! Why aren't we watching television?",Theatre
5,1,Mark,Jeremy,I can't believe coming here cost more than a film.,Theatre
5,1,Jeremy,Mark,"I've got Heat on DVD at home. We're watching this, when for less money we could be watching Robert De Niro and Al Pacino.",Theatre
5,1,Paula,Jeremy,Shh!,Theatre
5,1,Others,Others,...shall wait upon thy cup and fill thee nectar. Their enticing eyes...,Theatre
5,1,Mark,Jeremy,I'm going to pretend I am watching Heat.,Theatre
5,1,Jeremy,Mark,OK. Let's pretend we're just watching Heat,Theatre
5,1,Others,Others,"...and with coronets of pearl and bells of gold circling their pretty arms, in a round ivory fount...",Theatre
5,1,Jeremy,Mark,"Look, let's just go.",Theatre
5,1,Mark,Jeremy,We're on a date!,Theatre
5,1,Jeremy,Mark,Screw the date! No date is worth this.,Theatre
5,1,Mark,Jeremy,But I'm back on the horse!,Theatre
5,1,Heather,Mark,Shh!,Theatre
5,1,Jeremy,Mark,I'm going. Come!,Theatre
5,1,Mark,Jeremy,"No, I can't!",Theatre
5,1,Mark,Mark,He's leaving me with two women. I can't date two women! I can barely date one!,Theatre
5,1,Jeremy,Jeremy,This is amazing. I wasn't meant to be out till eleven and it's not even nine! I've time-travelled. I've made time! I could do anything. I'm golden!,Outside
5,1,Jeremy,Others,Here you go mate. Go and see the second half. It's shit.,Outside
5,1,Mark,Mark,"Can't believe Jeremy left me to soak up bad feeling like a hate sponge. Lucky I'd already nailed a second date. Maybe she is the one. This time, try to definitely decide before doing a wedding. Shit! What, break-in? Hope he's not been murdered. I bet he has, that would be typical!",Flat
5,1,Mark,Jeremy,Jeremy?,Flat
5,1,Jeremy,Mark,"Mark, look. Look what's bloody happened.",Flat
5,1,Mark,Jeremy,Have we been burgled?,Flat
5,1,Jeremy,Mark,Exactly. That's exactly what I thought.,Flat
5,1,Mark,Jeremy,Have you called the locksmith? Have the police already been?,Flat
5,1,Jeremy,Mark,"Well, no, I thought I'd check with you first 'cause, you know, I didn't know if... I mean, what do you call? Or do you do it all online now?",Flat
5,1,Mark,Jeremy,"Why haven't you done anything, Jeremy?",Flat
5,1,Jeremy,Mark,I don't know. Maybe I'm in shock. I've lost some CDs.,Flat
5,1,Mark,Jeremy,"Shit. They've taken my digital camera, my watch, my iPod!",Flat
5,1,Jeremy,Mark,"And they nicked my little bit of dope. Actually maybe I smoked that, but they might have done. They certainly nicked the PlayStation. Shall we get some pizza? We're too stressed to cook.",Flat
5,1,Mark,Jeremy,The PlayStation! The memory card! I'd nearly broken through on Medal of Honour! They've nicked a hundred and twenty hours of quality me-time! Bloody hell!,Flat
5,1,Jeremy,Mark,"I know, everything's shit. You've lost your iPod, I've got chlamydia. American Hot?",Flat
5,1,Mark,Jeremy,What? You've finally caught VD.,Flat
5,1,Jeremy,Mark,"Yeah, Paula told me. Still, it's only chlamydia. Symptom-less.",Flat
5,1,Mark,Jeremy,"Still, bit of a pisser having to call all your exes?",Flat
5,1,Jeremy,Mark,"What? Oh, yeah.",Flat
5,1,Mark,Jeremy,You are going to call your exes? Big Suze?,Flat
5,1,Jeremy,Mark,"Well, yeah, yeah. At some point.",Flat
5,1,Mark,Jeremy,"Jeremy, it makes women infertile.",Flat
5,1,Jeremy,Mark,"Yeah, all right, Dr. Miriam Stoppard. Fine, I'll do it! Jesus!",Flat
5,1,Mark,Jeremy,Oh my God. They did a shit.,Bathroom
5,1,Jeremy,Mark,"Oh, God! That is so- why do burglars do that?",Bathroom
5,1,Mark,Jeremy,"I think it's nerves, or marking their territory. Look, it's sort of all...",Bathroom
5,1,Jeremy,Mark,"Oh, that was me actually. Sorry. You know, I don't always remember to... I get distracted.",Bathroom
5,1,Mark,Mark,"The big date and she's forty-five minutes late. Great. I'm getting pitying smiles. Still, got the phone. You're never alone with a phone. Look at that. No calls. Everyone I know doesn't want to talk to me. Why isn't she texting? Maybe she's dead. Bereaved is better than stood up.",Bar
5,1,Big Suze,Jeremy,"It's actually quite nice to see you, Jeremy.",Restaurant
5,1,Jeremy,Big Suze,"Yeah. So I've been getting in touch with all my exes because there's something I need to tell them. But I just thought, why not turn it into a bit of a date?",Restaurant
5,1,Big Suze,Jeremy,"Well, I've got some news too. Me and Johnson are over. He's looking for someone more subservient on the internet.",Restaurant
5,1,Jeremy,Big Suze,Is he?,Restaurant
5,1,Big Suze,Jeremy,What a shit! So what's your news?,Restaurant
5,1,Jeremy,Big Suze,My news? What is my news? My news... is that... I've just got this hunch that everything's going to turn out OK in Iraq.,Restaurant
5,1,Big Suze,Jeremy,Iraq?,Restaurant
5,1,Jeremy,Big Suze,"Yeah well obviously everyone seems to have this massive downer on the whole thing but I say, ""It ain't over till it's over, baby."" So what shall we have to drink, to celebrate?",Restaurant
5,1,Big Suze,Jeremy,"Well, a Barolo is always nice.",Restaurant
5,1,Jeremy,Jeremy,"Shit. Can't ask how much. Restaurant. You have to pretend you're infinitely wealthy, for some reason. OK, flicking, looking. If only I knew the name of any other wine. What's a wine? Is the one Hannibal Lecter drinks real or a joke?",Restaurant
5,1,Jeremy,Others,A bottle of Barolo it is.,Restaurant
5,1,Big Suze,Jeremy,Lovely!,Restaurant
5,1,Jeremy,Jeremy,"There it is! Oh, shit, no! forty-five quid! I've just spent forty-five quid on wine.",Restaurant
5,1,Jeremy,Big Suze,"I'm paying, I assume.",Restaurant
5,1,Big Suze,Jeremy,"Well, you did invite me.",Restaurant
5,1,Jeremy,Big Suze,Of course.,Restaurant
5,1,Jeremy,Jeremy,There's a fiver's worth right there.,Restaurant
5,1,Jeremy,Big Suze,"Oh, that is fantastic! This, this is wine. Yeah, look at what these idiots are drinking. Look at these dicks! Ha! Obviously it's not really delicious, like hot chocolate or Coke, but for wine... brilliant!",Restaurant
5,1,Mark,Mark,"Oh, everyone in that restaurant knew I'd been stood up. I'd feel better if she had had an accident. I could go to hospital. I might get to switch off the machine. Would that be good? Married one, killed one. I'd be a pint-sized Henry VIII. That's her! Maybe I should hide. Actually, fuck it!",Outside
5,1,Mark,Heather,"Heather! Hello, Heather.",Outside
5,1,Heather,Mark,"Mark? Mark! Oh, it is so good to see you.",Outside
5,1,Mark,Heather,Uh-huh?,Outside
5,1,Mark,Mark,"Oh yeah, course it is. I'm just the man you wanted to see.",Outside
5,1,Heather,Mark,"I am so sorry. Oh God, what a day! I lost my phone and it had your number and also the address of the restaurant, and I didn't know where...",Outside
5,1,Mark,Mark,Almost plausible.,Outside
5,1,Heather,Mark,"I cycled back this way 'cause I thought... am I right, your place is somewhere near here, so...?",Outside
5,1,Mark,Heather,"Oh, right.",Outside
5,1,Heather,Mark,So what do you think? It's a bit late or...?,Outside
5,1,Mark,Mark,I'm going to have my pound of date.,Outside
5,1,Mark,Heather,"No, it's not too late. Let's go for a drink. We were going to have a date, let's have a date.",Outside
5,1,Heather,Mark,"Great! Is there anywhere nice around... um, here?",Outside
5,1,Mark,Heather,No.,Outside
5,1,Heather,Mark,"Well, it's a bit late to go into town.",Outside
5,1,Mark,Heather,"Look, we're right by my place. We could always have a drink up there if you didn't think it'd be too weird.",Outside
5,1,Heather,Mark,It'd be nice to see your place.,Outside
5,1,Mark,Mark,"Hmm, she's coming back to my place. She trusts me. It's still possible she stood me up, but she almost definitely doesn't consider me a physical threat.",Outside
5,1,Mark,Heather,"I'm really glad that we did manage to meet up, 'cause I don't know what I'd have done with this otherwise.",Flat
5,1,Heather,Mark,"Samurai, The World of the Warrior!",Flat
5,1,Mark,Heather,It really is the only book you need on samurai culture...,Flat
5,1,Mark,Mark,that I could find for under fifteen quid.,Flat
5,1,Heather,Mark,"Oh, Mark, that is thoughtful.",Flat
5,1,Mark,Mark,"Oh, yeah, getting kissed by the one!",Flat
5,1,Mark,Heather,"Oh, look at this, Jeremy left the bloody door on the...",Flat
5,1,Mark,Burglar,Jeremy! Hello?,Flat
5,1,Burglar,Mark,Hi.,Flat
5,1,Mark,Burglar,What are you...?,Flat
5,1,Burglar,Mark,I'm... I'm looking for... Kenny?,Flat
5,1,Mark,Burglar,Kenny's not here.,Flat
5,1,Burglar,Mark,"Oh. OK then, I'll just...",Flat
5,1,Mark,Burglar,No.,Flat
5,1,Mark,Mark,"Oh my God, what am I doing?",Flat
5,1,Burglar,Mark,Can I...?,Flat
5,1,Mark,Burglar,"Hey, hey. No, no.",Flat
5,1,Burglar,Mark,I've got asthma! What the fuck you doing?!,Flat
5,1,Mark,Mark,I'm wrestling with the white working class. Morse never did this.,Flat
5,1,Mark,Burglar,Just shut up!,Flat
5,1,Mark,Mark,I'm better than Morse!,Flat
5,1,Heather,Mark,"Wow, Mark! You totally took him out!",Flat
5,1,Mark,Mark,"Oh, yeah, baby!",Flat
5,1,Mark,Heather,"Yeah, well my home is my castle.",Flat
5,1,Burglar,Mark,"Look, get off! I was just-",Flat
5,1,Mark,Burglar,You were coming back for what you didn't get last week! That's my bloody watch! You've got my watch on!,Flat
5,1,Mark,Others,"Police, please. Yes, I've apprehended a burglar. Flat 5, Apollo House, London Road, Croydon. Forty-five minutes?! But... I'm, I'm sitting on him. Is that legal? OK.",Flat
5,1,Heather,Mark,Who needs a samurai exhibition when you get a samurai display?,Flat
5,1,Mark,Heather,"Look, if you want, we can do this another time.",Flat
5,1,Heather,Mark,"No, I can't leave you now, you might need-",Flat
5,1,Mark,Heather,"Well that's great. I mean I think I'm OK with him, but it'd be good to have someone else there with a bottle or a spanner to bonk him on the head with if he tries anything.",Flat
5,1,Heather,Mark,This is a nice place.,Flat
5,1,Mark,Heather,Thank you.,Flat
5,1,Burglar,Mark,If she spanners me I'll kick off.,Flat
5,1,Mark,Heather,It's good to get a foot on the ladder. Plus I've got pension provision coming out of my arse. There's wine in the fridge.,Flat
5,1,Mark,Mark,"This is actually turning out pretty well. This could be a funny family story. ""We met when he sat on a burglar.""",Flat
5,1,Jeremy,Mark,"Mark, what are you doing? Who are you sitting on?",Flat
5,1,Mark,Jeremy,It's a burglar!,Flat
5,1,Big Suze,Mark,"Oh, my God.",Flat
5,1,Burglar,Jeremy,"I'm not! I got the wrong flat, I'm looking for Kenny. I'm asthmatic. We need money for our meter.",Flat
5,1,Mark,Burglar,"Oh, the plot thickens.",Flat
5,1,Jeremy,Mark,He might have got the wrong flat.,Flat
5,1,Mark,Jeremy,"Oh that's right, take his side! You've only known me fifteen years, whereas him, he's a pillar of society.",Flat
5,1,Jeremy,Mark,Well at least stop sitting on him. You look like a dick.,Flat
5,1,Heather,Jeremy,"You didn't see him take him down. Hi, I'm Heather.",Flat
5,1,Big Suze,Heather,"Hi, hi.",Flat
5,1,Mark,Heather,"Look Heather, can you watch him? I'll double lock the door, and then... we can all go through into the living room and just... all keep an eye on him there, OK?",Flat
5,1,Jeremy,Mark,Oh guard duty. Great vibe. Just put him in the kitchen with a couple of Garfields. What do you think he's going to do?,Living Room
5,1,Mark,Jeremy,"I think, Jeremy, that he's going to try and nick our stuff, all right?",Living Room
5,1,Jeremy,Burglar,"So... what's going on for you, man?",Living Room
5,1,Mark,Jeremy,"Oh for God's sake, Jeremy, don't try to bond.",Living Room
5,1,Jeremy,Burglar,Did you run away from home? Are you a rent boy and everything?,Living Room
5,1,Burglar,Jeremy,"Fuck off, I'm looking for Kenny.",Living Room
5,1,Mark,Jeremy,"Look, let's just try and continue our evening as if he wasn't here and if he tries to escape I'll just have to... take him down.",Living Room
5,1,Mark,Mark,I've got balls like baked potatoes.,Living Room
5,1,Jeremy,Mark,"And how would you take him down, just out of interest? With extreme prejudice? Or On Her Majesty's Secret Service?",Living Room
5,1,Heather,Big Suze,Has anyone seen the new Tom Hanks film with him in the...?,Living Room
5,1,Burglar,Heather,Saw it on pirate. It's shit.,Living Room
5,1,Mark,Burglar,"Look, shut up! You are not part of this conversation! Look, this is... this is too weird. Let's lock him away somewhere until the police arrive.",Living Room
5,1,Jeremy,Mark,Good. We're trying to relax. He's your guest. Put him in your room.,Living Room
5,1,Mark,Jeremy,He might do a shit in there.,Living Room
5,1,Burglar,Mark,I'm not gonna shit!,Living Room
5,1,Jeremy,Mark,"Mark, everyone in London is not trying to do a shit on your possessions. Relax.",Living Room
5,1,Heather,Mark,What's this?,Living Room
5,1,Mark,Mark,"Oh, the Megatron is shrinking my massive balls.",Living Room
5,1,Mark,Burglar,"That, what is... that? Did you do that? You're sick!",Living Room
5,1,Burglar,Mark,What?,Living Room
5,1,Big Suze,Mark,"Why don't we tie him up, in the bath?",Living Room
5,1,Mark,Big Suze,Guess we could tie him up in the bath but... might feel like we'd crossed a bit of a line.,Living Room
5,1,Big Suze,Mark,Why don't we burn him with cigarettes! He might tell you where your stuff is.,Living Room
5,1,Mark,Big Suze,"We're not going to burn him. Suze, that's horrible!",Living Room
5,1,Jeremy,Mark,Leave off man. She's only brainstorming.,Living Room
5,1,Mark,Burglar,"Look, I think the best thing for you is if we just stick you out on the balcony.",Living Room
5,1,Burglar,Mark,"Oh, what, the balcony, are you serious? It's fucking raining. What about my human rights?",Living Room
5,1,Mark,Burglar,There's no human right to be dry. You have a good look for Kenny out there.,Living Room
5,1,Mark,Mark,That felt good! Maybe I should join the prison service.,Living Room
5,1,Big Suze,Jeremy,"This is quite a weird date, Jeremy. It's even weirder than when you took me to Laser Quest and tried to hump me in the dark.",Living Room
5,1,Mark,Jeremy,Jeremy. Since when are you on a date with Big Suze? What about the chlamydia? Didn't she mind?,Kitchen
5,1,Jeremy,Big Suze,"Er, no, not really.",Kitchen
5,1,Mark,Jeremy,"Oh my God, you haven't told her! You're disgusting! According to Johnson they're not even definitely broken up. I won't let you do this, Jeremy! If necessary, I will stand physically between you.",Kitchen
5,1,Jeremy,Mark,"Mark, if I have to fuck you to fuck her, then I will. So you be careful where you stand, OK?",Kitchen
5,1,Heather,Mark,Is he on the phone?,Kitchen
5,1,Mark,Heather,"Oh, God...!",Kitchen
5,1,Mark,Mark,Guantanamo is compromised!,Kitchen
5,1,Mark,Burglar,Give me that. Who are you phoning?,Kitchen
5,1,Burglar,Mark,Just calling my mates. All my mates. They're coming over.,Kitchen
5,1,Jeremy,Mark,"Oh, fucking hell! Let's just get him out of here.",Kitchen
5,1,Mark,Jeremy,"No, the police will be here soon, Jeremy.",Kitchen
5,1,Jeremy,Mark,"Look, any minute our door is gonna get kicked down by a hundred maniacs with no stake in society. Is that your idea of a relaxing date?",Kitchen
5,1,Mark,Jeremy,We've got to tough it out.,Kitchen
5,1,Jeremy,Mark,Fine. You're a knob. Good luck with your civilisation. I'm barricading myself in my room.,Kitchen
5,1,Jeremy,Big Suze,Suze.,Kitchen
5,1,Mark,Mark,"Great, it's me protecting civilisation again while Jeremy has sex. If this was the war, I'd be getting shot by Rommel while he was in Paris getting a blowjob from a Nazi.",Kitchen
5,1,Mark,Heather,"Sorry it's been such a weird evening. Memorable, though.",Mark's Room
5,1,Mark,Mark,Maybe I can raise the temperature a bit?,Mark's Room
5,1,Mark,Heather,"So... Here we are, on bed together.",Mark's Room
5,1,Mark,Mark,Bit too much?,Mark's Room
5,1,Mark,Heather,"Look at that... look how much bigger my feet are than yours. I'm not boasting, they just are.",Mark's Room
5,1,Mark,Mark,"Oh yeah, now she's getting hot.",Mark's Room
5,1,Burglar's Mates,Mark,Oi! Hurry up and open up! Let's have you!,Mark's Room
5,1,Jeremy,Mark,"Mark, the barbarians are at the gate! It's your responsibility!",Mark's Room
5,1,Mark,Heather,"Ignore the banging and threats, Heather. Relax and have some cheese.",Mark's Room
5,1,Mark,Mark,Is cheese relaxing?,Mark's Room
5,1,Jeremy,Mark,"They're going to get in and have us all, Mark. Just let him go, OK?",Mark's Room
5,1,Mark,Jeremy,"No, Jeremy, that's not how I roll. You know that.",Mark's Room
5,1,Burglar's Mates,Jeremy,"We know he's fuckin' in there! Let him out, you mug!",Mark's Room
5,1,Jeremy,Jeremy,"That little dick! If they come in here and kill me before I get to have sex, I'm going to be so annoyed. Oh, fuck it!",Living Room
5,1,Jeremy,Burglar,"Come on. Right, I'm going to let you go 'cause I'm a really nice guy like that, but you've got to promise that you won't burgle us again because we've got a bond.",Living Room
5,1,Jeremy,Jeremy,I think he likes me.,Living Room
5,1,Burglar's Mates,Jeremy,Do you want us to bang this fuckin' door down?!,Flat
5,1,Jeremy,Burglar,"OK, I'm going to let you go now, but if you ever come back, then me and my mate will go mental. OK?",Flat
5,1,Jeremy,Jeremy,"OK, this is good. He'll probably write a rap about how amazing I am... Shit!",Flat
5,1,Burglar,Jeremy,Hattie's got a massive TV. Give us your TV or we'll fuckin' rush ya.,Flat
5,1,Jeremy,Jeremy,Don't hurt my lovely face!,Flat
5,1,Mark,Mark,"God, she's lovely. But how do I take it to the next level? Boast about the size of my hands? Tell her she might be the one? What have I got to lose?",Mark's Room
5,1,Heather,Mark,"Well, it's been fun. I'm really glad we did meet up, but... now maybe I should...",Mark's Room
5,1,Mark,Heather,"Yeah, I guess you probably should. But there is the mob, so the mob probably means you can't actually go just yet. Shall I top you up?",Mark's Room
5,1,Mark,Mark,"Thanks, mob.",Mark's Room
5,1,Jeremy,Burglar,Fuck! Shhh! Careful!,Flat
5,1,Burglar,Burglar's Mates,"Quick. Let's go, boys.",Flat
5,1,Mark,Jeremy,"What the- what's going on, Jeremy!?",Flat
5,1,Jeremy,Mark,He escaped. He overpowered me. They got in.,Flat
5,1,Mark,Burglar,"Stop! Stop, thieves!",Flat
5,1,Burglar's Mates,Mark,"Fuck off, clean shirt! Wanker.",Flat
5,1,Mark,Jeremy,"The front door was locked! You let them in, didn't you Jeremy!",Flat
5,1,Jeremy,Mark,No.,Flat
5,1,Mark,Jeremy,"Then how did he open the door, for fuck's sake?",Flat
5,1,Jeremy,Mark,"Well maybe you should chase them down, Mark? Maybe if your date saw you beating up a whole gang of children, that would get her hot.",Flat
5,1,Mark,Mark,"Right, you shit, it's mutually assured destruction.",Flat
5,1,Mark,Big Suze,"Suze, I'm afraid to have to inform you that Jeremy has, or may have, a sexually transmitted disease. I'm sorry I had to tell you, but he-",Jez's Room
5,1,Jeremy,Mark,"Mark, shut up!",Jez's Room
5,1,Big Suze,Jeremy,Is it AIDS?,Jez's Room
5,1,Jeremy,Big Suze,Of course it's not AIDS. This isn't the 80s. It's the best STD. Just cute old mostly symptom-less chlamydia. And I haven't even definitely...,Jez's Room
5,1,Big Suze,Jeremy,"Chlamydia? When were you going to tell me, Jeremy?",Jez's Room
5,1,Jeremy,Big Suze,"I don't know. Probably I was going to tell you, sensitively, during the next little bit of time. Until he just blurted it all out. Look, Suze, no...! Suze! Don't go!",Jez's Room
5,1,Mark,Jeremy,You can't go.,Flat
5,1,Jeremy,Mark,"Mark, I need to go.",Flat
5,1,Mark,Jeremy,"The police will be here any minute, and I'm not telling them I let the burglar go. That's your job. You're an accessory to the crime.",Flat
5,1,Jeremy,Mark,Bollocks.,Flat
5,1,Mark,Jeremy,"Jeremy, if you try anything I will take you down. I'm not afraid.",Flat
5,1,Jeremy,Mark,"Ooh! I can't wait to see this. What are you going to do? Oh, my God! What are you doing? Are you putting your hand on me? Are you having a fight with me? Are you fighting me?",Flat
5,1,Mark,Jeremy,I'm doing what I've got to do.,Flat
5,1,Jeremy,Mark,"I'm going to go, Mark.",Flat
5,1,Mark,Jeremy,"No, Jeremy.",Flat
5,1,Jeremy,Mark,"My God, you are! You are fighting me! This is incredible! You're putting your foot behind me and you're pushing me down towards the floor! Finally, you're restraining me!",Flat
5,1,Mark,Jeremy,"OK, all right I'm not going to hurt you, I'm just keeping you here until the police arrive, OK?",Flat
5,1,Jeremy,Mark,This is- why hasn't this happened before? This is what it's all been leading towards isn't it!,Flat
5,1,Mark,Jeremy,I'm confiscating your keys.,Flat
5,1,Jeremy,Mark,Oh yeah have a good old rootle around in there. You never know what you might find.,Flat
5,1,Heather,Mark,"Mark, Mark? I'm not sure how much more there is I can do here, so I think I might head off.",Flat
5,1,Mark,Heather,"No, no, we're having a date. We can still date. You owe me a date.",Flat
5,1,Heather,Mark,"We've had our date, Mark. We've had half an hour date.",Flat
5,1,Mark,Heather,Twenty minutes. It's too soon. You can't go yet. I won't let you go.,Flat
5,1,Heather,Mark,"Well, I think it might take the edge off the evening if I'm being held hostage!",Flat
5,1,Mark,Heather,"Look, I wanted to tell you something.",Flat
5,1,Heather,Mark,"Look Mark, nothing is going to happen, OK? We're not a good fit. You're a weird guy.",Flat
5,1,Jeremy,Heather,He is a weird guy.,Flat
5,1,Heather,Mark,"I tried to let you down gently with the phone story, but now I'm tired and I'm going home. What did you want to tell me?",Flat
5,1,Mark,Heather,"I thought that you might be... the one. But, but I guess, probably not, so... ..good night.",Flat
5,1,Heather,Mark,Night.,Flat
5,1,Jeremy,Mark,She might be the one?,Flat
5,1,Mark,Jeremy,"Fuck off, Jeremy",Flat
5,1,Jeremy,Jeremy,I'm his one.,Flat
5,2,Mark,Jeremy,"You know Jez, I've started to get this feeling that I'm totally, totally fucked. You know? Everything's fucked. I fucked my wedding, I fucked up my only ever relationship. Everything's just completely fucked.",Living Room
5,2,Jeremy,Mark,You have been feeling this for a while.,Living Room
5,2,Mark,Jeremy,"But now I'm starting to think that maybe that's good thing. 'Cause now I can get on and do everything I've always wanted to do. Join Mensa, learn the clarinet. I could be a scout leader.",Living Room
5,2,Jeremy,Mark,Mm-hmm.,Living Room
5,2,Mark,Jeremy,"What are you smiling for? Look, scouting is a noble tradition. You do not have to be a paedo to want to work with children, all right?",Living Room
5,2,Jeremy,Mark,But it probably helps.,Living Room
5,2,Mark,Jeremy,"Oh God, that is so- I spent five happy years in the scouts and I never once-",Living Room
5,2,Jeremy,Mark,You told me Kinky Layton was all over you.,Living Room
5,2,Mark,Jeremy,"Yeah, all right, Layton was a bit of a paedo but, not in a bad way, just boosting you over the climbing wall, making you run around the camp in your pants. It was old style paedo-ing, before it got such a bad name.",Living Room
5,2,Mark,Mark,"Of course, Layton only really had eyes for Duncan Carpenter, the doe-eyed little flirt.",Living Room
5,2,Jeremy,Jeremy,"Who's this? And Sophie's dad, angry tweedy father. This is a chain-on scenario.",Flat
5,2,Jeremy,Barney,Hello?,Flat
5,2,Barney,Jeremy,"Hi Jeremy, it's Barney, Sophie's cousin. Remember, from the wedding?",Flat
5,2,Jeremy,Barney,Not really.,Flat
5,2,Barney,Jeremy,We went to the car park and we smoked that dope that I bought. That turned out not to be dope.,Flat
5,2,Jeremy,Barney,Oh right. Hi.,Flat
5,2,Barney,Jeremy,"We've just dropped Soph off actually, she's going back to work tomorrow.",Flat
