,neg,neu,pos,compound,sentence,episode,speaker,length
52,0.14,0.701,0.159,0.0772,"No need to tell him what happened, just button up, like the 40s.",1,Mark,13
53,0.35,0.65,0.0,-0.7906,"People saw terrible things in the war, they didn't go on and on about them.",1,Mark,15
54,0.0,1.0,0.0,0.0,They had a cup of tea and invented the NHS instead.,1,Mark,11
55,0.0,1.0,0.0,0.0,If I have a bit of your parsley?,1,Jeremy,8
56,0.558,0.442,0.0,-0.5848,"Get away, fuck off!",1,Mark,4
57,0.558,0.442,0.0,-0.5848,Fuck off my stuff!,1,Mark,4
58,0.0,1.0,0.0,0.0,It's just a bit of parsley!,1,Jeremy,6
59,0.0,1.0,0.0,0.0,"Look, I- it's just, on the way home I got... these blokes... mugged me.",1,Mark,14
60,0.0,1.0,0.0,0.0,"Oh man, that is unlucky.",1,Jeremy,5
61,0.244,0.756,0.0,-0.4404,"Of course, they target the frail, they smell the weak.",1,Jeremy,10
62,0.0,1.0,0.0,0.0,"So, what happened, did they pull a knife?",1,Jeremy,8
63,0.524,0.476,0.0,-0.296,"No, not a knife.",1,Mark,4
64,0.196,0.804,0.0,-0.296,No they didn't have a... there was two of them.,1,Mark,10
65,0.0,1.0,0.0,0.0,They asked to borrow my phone but they didn't really wanna borrow it.,1,Mark,13
66,0.0,1.0,0.0,0.0,Then they asked for my wallet.,1,Mark,6
67,0.0,1.0,0.0,0.0,"So, they asked, and you just gave them your wallet?",1,Jeremy,10
68,0.0,1.0,0.0,0.0,"Jeremy, I was in the underpass with these two-",1,Mark,9
69,0.0,1.0,0.0,0.0,Gentlemen who asked for your possessions.,1,Jeremy,6
70,0.0,0.784,0.216,0.0258,"Mark, you've gotta toughen up.",1,Jeremy,5
71,0.0,1.0,0.0,0.0,This is the twenty-first century.,1,Jeremy,5
72,0.39,0.61,0.0,-0.4939,You've seen Mad Max haven't you?,1,Jeremy,6
73,0.0,1.0,0.0,0.0,That's what's going to happen.,1,Jeremy,5
74,0.348,0.652,0.0,-0.4939,Mad Max is not necessarily gonna happen.,1,Mark,7
75,0.0,0.812,0.188,0.6249,"Oh sure mate, you live in your Hitchhikers' Guide world where you wander round in your dressing gown and have a nice cup of tea.",1,Jeremy,25
76,0.0,0.696,0.304,0.5859,"Yes, well look, anyway, Sophie's coming over so I'm gonna need the cooker.",1,Mark,13
77,0.0,0.851,0.149,0.4215,"Right, it's just, I was hoping, you know, it's my big meal, the big night with big Suze.",1,Jeremy,18
78,0.0,1.0,0.0,0.0,"Right, did you finish with Michelle?",1,Mark,6
79,0.0,1.0,0.0,0.0,She offered me a threesome.,1,Jeremy,5
80,0.264,0.736,0.0,-0.6486,I mean I thought you were dead set on getting back together with big Suze.,1,Mark,15
81,0.0,1.0,0.0,0.0,"Oh I am, Mark, totally.",1,Jeremy,5
82,0.0,1.0,0.0,0.0,She called again tonight.,1,Jeremy,4
83,0.0,0.244,0.756,0.7351,"God, what a great call.",1,Jeremy,5
84,0.144,0.463,0.393,0.6588,"You know, it was like the old days, she was laughing like a... maniac!",1,Jeremy,14
85,0.0,1.0,0.0,0.0,"Right so, what about the threesome?",1,Mark,6
86,0.0,0.769,0.231,0.2732,Oh well I had a bit of a plan about that.,1,Jeremy,11
87,0.0,1.0,0.0,0.0,I thought I wouldn't tell big Suze about Michelle or the threesome.,1,Jeremy,12
88,0.0,0.508,0.492,0.4404,"It's good, isn't it?",1,Jeremy,4
89,0.0,0.753,0.247,0.3182,"Jez, look, are you sure about big Suze?",1,Mark,8
90,0.0,1.0,0.0,0.0,"It's just it took you such a long, long time to get over her leaving you.",1,Mark,16
91,0.0,1.0,0.0,0.0,I mean in a way you never totally got over her leaving you.,1,Mark,13
92,0.0,0.724,0.276,0.4939,"Well that's just as well then isn't it, because now she's coming back.",1,Jeremy,13
93,0.0,0.423,0.577,0.6249,"Great fish pie, Mark.",1,Sophie,4
94,0.0,0.426,0.574,0.6597,"Thank you, Soph, thanks very much.",1,Mark,6
95,0.0,0.707,0.293,0.7783,"I may not be an expert but I do my best, and that's all anyone can ask.",1,Mark,17
96,0.2,0.8,0.0,-0.25,Just subtly lowering her expectations in the bedroom there.,1,Mark,9
97,0.0,0.791,0.209,0.4404,"So, I was thinking maybe we could work a bit better in the bedroom.",1,Mark,14
98,0.117,0.736,0.147,0.0744,"I mean it's fine if you don't want to, but-",1,Mark,10
99,0.0,0.704,0.296,0.2732,"Oh my God, she's a man eater.",1,Mark,7
100,0.0,1.0,0.0,0.0,She's gonna chew me up and spit me out.,1,Mark,9
101,0.0,1.0,0.0,0.0,Where's all the Ikea candles?,1,Jeremy,5
102,0.0,1.0,0.0,0.0,"It's Suze, big Suze is here!",1,Jeremy,6
103,0.0,0.446,0.554,0.7351,"Big Suze, my God you're looking great.",1,Jeremy,7
104,0.0,1.0,0.0,0.0,"I know, and look at you.",1,Big Suze,6
105,0.0,0.656,0.344,0.2732,"God, you've changed so much.",1,Big Suze,5
106,0.0,1.0,0.0,0.0,Although I think you might be wearing exactly the same clothes as when I last saw you.,1,Big Suze,17
107,0.362,0.638,0.0,-0.1779,"Right, what a weird coincidence.",1,Jeremy,5
108,0.194,0.806,0.0,-0.0516,We should leave that for Stu.,1,Big Suze,6
109,0.0,1.0,0.0,0.0,"Stu's my man, my hunk of monk.",1,Big Suze,7
110,0.397,0.603,0.0,-0.6808,What the hell do you mean by that?,1,Jeremy,8
111,0.0,1.0,0.0,0.0,"Just that he used to be a monk, that's all.",1,Big Suze,10
112,0.0,1.0,0.0,0.0,He's just parking up the Golf.,1,Big Suze,6
113,0.0,0.748,0.252,0.7506,"Because I thought, you know, we- on the phone, there was all the laughing, I mean, I thought... what was all the laughing for?",1,Jeremy,24
114,0.0,0.484,0.516,0.4939,That was just... laughing.,1,Big Suze,4
115,0.474,0.526,0.0,-0.4019,"What's the problem, Jez?",1,Big Suze,4
116,0.0,0.641,0.359,0.4215,I thought this was gonna be nice.,1,Big Suze,7
117,0.0,0.707,0.293,0.4404,"I'm with Stu, you're with good old Michelle.",1,Big Suze,8
118,0.474,0.526,0.0,-0.5574,"Shit, they're still in contact.",1,Jeremy,5
119,0.0,0.704,0.296,0.2732,"Oh, right, well she just said-",1,Big Suze,6
120,0.253,0.747,0.0,-0.7269,No that was just a mistake followed by a series of subsequent mistakes which when you look at all together really don't add up to much.,1,Jeremy,26
121,0.0,0.862,0.138,0.1139,"Anyway I've done all that now,so there's nothing stopping us...",1,Jeremy,10
122,0.0,1.0,0.0,0.0,We should let Stu in.,1,Big Suze,5
123,0.0,0.577,0.423,0.296,"Yeah, should we though?",1,Jeremy,4
124,0.0,1.0,0.0,0.0,"Hi, I'm her ex.",1,Jeremy,4
125,0.0,0.59,0.41,0.4168,"Oh Jez, don't be stupid.",1,Big Suze,5
126,0.0,1.0,0.0,0.0,We were never really...,1,Big Suze,4
127,0.0,1.0,0.0,0.0,We lived together for a year and a half.,1,Jeremy,9
128,0.151,0.735,0.114,-0.128,"Well, we kind of did, but in 2002 in that weird flat.",1,Big Suze,12
129,0.0,1.0,0.0,0.0,"Listen, can we take a shower?",1,Stu,6
130,0.0,1.0,0.0,0.0,It was a really sweaty flight.,1,Stu,6
131,0.0,1.0,0.0,0.0,There isn't that much hot water.,1,Jeremy,6
132,0.0,0.333,0.667,0.4588,"That's fine, we'll share.",1,Big Suze,4
133,0.0,0.709,0.291,0.4341,"See you in an hour or so, yeah?",1,Big Suze,8
134,0.0,0.901,0.099,0.0258,"He's a monk, he's gonna have fifteen years of spunk backed up.",1,Jeremy,12
135,0.0,1.0,0.0,0.0,How am I supposed to compete with that?,1,Jeremy,8
136,0.0,0.568,0.432,0.5859,"Wow, this is a lot of candles.",1,Sophie,7
137,0.0,0.652,0.348,0.4939,It's actually getting pretty hot in here.,1,Sophie,7
138,0.0,0.827,0.173,0.7066,"Yeah I tried opening a window but a lot of them blew out, which I suppose actually shows that electric light's actually quite a lot better, although I know that's not a very fashionable thing to say.",1,Mark,37
139,0.0,1.0,0.0,0.0,What am I talking about?,1,Mark,5
140,0.0,0.633,0.367,0.4404,"Better than ""Big Bond Themes"" I guess.",1,Mark,7
141,0.0,1.0,0.0,0.0,Bond wouldn't get mugged.,1,Mark,4
142,0.239,0.761,0.0,-0.296,"Bollocks, forgot to call and stop the phone.",1,Mark,8
143,0.333,0.667,0.0,-0.4588,"Could go out and do it now, pretend I need a dump.",1,Mark,12
144,0.0,1.0,0.0,0.0,"So, Mark, time for us to get down to some work.",1,Sophie,11
145,0.0,0.784,0.216,0.296,"Oh yeah this is it, this is really happening.",1,Mark,9
146,0.207,0.36,0.432,0.7184,"Relax, stop worrying about the muggers and their free calls, I'm getting sexy.",1,Mark,13
147,0.286,0.714,0.0,-0.6124,"Bastards, they're probably going through my address book randomly deleting contacts.",1,Mark,11
148,0.0,1.0,0.0,0.0,That's probably how they get their kicks.,1,Mark,7
149,0.687,0.313,0.0,-0.7648,"Shit, I'm not kissing right.",1,Mark,5
150,0.202,0.798,0.0,-0.1326,"Plus, nothing growing in the pants department.",1,Mark,7
151,0.0,0.641,0.359,0.4215,I'm as limp as a charity wristband.,1,Mark,7
152,0.268,0.732,0.0,-0.296,Got to stop thinking about the muggers.,1,Mark,7
153,0.0,1.0,0.0,0.0,"Be in the moment, Corrigan!",1,Mark,5
154,0.259,0.741,0.0,-0.4919,"Shit, she's snaking up the thigh, but there's nothing at the top of it.",1,Mark,14
155,0.0,0.268,0.732,0.8481,"Great, that was great, Soph.",1,Mark,5
156,0.0,1.0,0.0,0.0,But I think we should probably...,1,Mark,6
157,0.0,1.0,0.0,0.0,"I mean, this work isn't gonna do itself.",1,Mark,8
158,0.322,0.678,0.0,-0.43,"I don't really care about the work, Mark.",1,Sophie,8
159,0.0,0.395,0.605,0.5574,"Sure, sure you don't, Soph.",1,Mark,5
160,0.0,1.0,0.0,0.0,"Right, now where's that broadband cable?",1,Mark,6
161,0.0,1.0,0.0,0.0,I should be able to...,1,Mark,5
162,0.0,1.0,0.0,0.0,I know it's taken us a while to get here but this feels really right.,1,Sophie,15
163,0.203,0.506,0.291,0.1779,Please don't touch my floppy cock.,1,Mark,6
164,0.0,0.455,0.545,0.3818,I want you to be sure.,1,Mark,6
165,0.0,0.635,0.365,0.3182,"I am sure, so shall we?",1,Sophie,6
166,0.218,0.484,0.298,-0.1511,"Oh God I want to, it's just these damn reports!",1,Mark,10
167,0.0,0.704,0.296,0.2732,"God, how long does a shower take?",1,Jeremy,7
168,0.25,0.75,0.0,-0.25,"Still, drinking alone, what's the big deal?",1,Jeremy,7
169,0.412,0.588,0.0,-0.5423,Why is it necessarily a bad thing?,1,Jeremy,7
170,0.0,1.0,0.0,0.0,"If you drink a bottle of vodka and there's a bloke sitting next to you, does that somehow make it all right?",1,Jeremy,22
171,0.0,1.0,0.0,0.0,"I'm really parched, mate, all right if I have a swig of something?",1,Stu,13
172,0.0,0.706,0.294,0.3612,"Jesus, that's what a man should look like.",1,Jeremy,8
173,0.0,0.441,0.559,0.5859,"Those arms, they're amazing.",1,Jeremy,4
174,0.0,0.667,0.333,0.3612,Like boughs of sturdy English oak.,1,Jeremy,6
175,0.0,0.673,0.327,0.7042,"My God, if you had them wrapped around you, you'd just feel so safe.",1,Jeremy,14
176,0.0,0.887,0.113,0.3182,"Listen, Jeremy, I just wanted to say, you've obviously got some feelings about Suze and the past, and that's cool.",1,Stu,20
177,0.201,0.503,0.296,0.4005,"So listen man, really nice to meet you and no hard feelings, yeah?",1,Stu,13
178,0.0,0.451,0.549,0.743,"Ah ha ha, how do you like that, Stu?",1,Jeremy,9
179,0.0,1.0,0.0,0.0,What- what does that even mean?,1,Stu,6
180,0.0,0.879,0.121,0.296,"You know what it means Stu, from how it makes you feel, that's what it means, yeah.",1,Jeremy,17
181,0.0,0.5,0.5,0.4588,Welcome to big school.,1,Jeremy,4
182,0.0,1.0,0.0,0.0,Who needs to be a man when you've got a knife?,1,Mark,11
183,0.248,0.552,0.2,-0.1779,Good old Mr Patel and his illegal supply of knives.,1,Mark,10
184,0.0,0.836,0.164,0.4466,"OK, come on then Mark, T-Mobile gave you the numbers the mugger called, ring the numbers.",1,Mark,16
185,0.0,0.88,0.12,0.2584,Might be able to get my Blackberry back and not get humiliated by Patrick in IT.,1,Mark,16
186,0.148,0.852,0.0,-0.188,"Hey, what are you looking so serious about there, Mr Corrigan?",1,Sophie,11
187,0.0,0.828,0.172,0.3612,Because I was wondering how far a girl like you might go on a second date.,1,Sophie,16
188,0.0,0.122,0.878,0.7351,Oh ha ha ha.,1,Mark,4
189,0.0,0.741,0.259,0.2732,"Well, you know, at least second base.",1,Mark,7
190,0.0,0.508,0.492,0.4404,"Relax, let it happen.",1,Mark,4
191,0.0,1.0,0.0,0.0,"Uh-oh, she's gonna feel the knife.",1,Mark,6
192,0.25,0.75,0.0,-0.25,Can't let her feel the hard knife or the soft cock.,1,Mark,11
193,0.136,0.692,0.172,0.1432,"Look, Sophie, this is a hell of a laugh and all, and I love horseplay and light-heartedness and having a great time, but you know, there's codes of conduct and disciplinary procedures, and it just makes me very nervous.",1,Mark,39
194,0.241,0.759,0.0,-0.2263,"All right Mark, I'm just screwing around.",1,Sophie,7
195,0.18,0.82,0.0,-0.296,We're no going to get it on in the photocopying room.,1,Sophie,11
196,0.0,0.526,0.474,0.4019,"Yes, Sophie, I know, really.",1,Mark,5
197,0.0,1.0,0.0,0.0,"Look, I'm just, you know me, I'm old fashioned.",1,Mark,9
198,0.0,1.0,0.0,0.0,"Look, can- why don't we go to the pictures?",1,Mark,9
199,0.0,0.566,0.434,0.3182,"Sure, should I bring a chaperone?",1,Sophie,6
200,0.0,0.37,0.63,0.7003,"I like your joke, Sophie, a point well made.",1,Mark,9
201,0.0,0.488,0.512,0.2732,A point well made.,1,Mark,4
202,0.0,1.0,0.0,0.0,Note to self re.,1,Mark,4
203,0.0,0.645,0.355,0.296,"Threesome, oh yeah, here I come.",1,Jeremy,6
204,0.196,0.804,0.0,-0.296,No need for big Suze ever even to know about...,1,Jeremy,10
205,0.0,1.0,0.0,0.0,"Hi Jeremy, here for the threesome?",1,Big Suze,6
206,0.0,0.811,0.189,0.2732,"Oh my God, I'm gonna have a threesome with big Suze.",1,Jeremy,11
207,0.297,0.476,0.226,-0.2942,"Michelle's not some sort of macho sexual terrorist, she's brilliant!",1,Jeremy,10
208,0.0,0.551,0.449,0.6222,"So, Suze, brilliant to see you.",1,Jeremy,6
209,0.0,0.423,0.577,0.6249,It's great isn't it?,1,Big Suze,4
210,0.0,1.0,0.0,0.0,I need somewhere to live and Michelle needs a lodger.,1,Big Suze,10
211,0.0,1.0,0.0,0.0,You're moving in with Michelle?,1,Jeremy,5
212,0.0,0.423,0.577,0.6249,It's great isn't it?,1,Michelle,4
213,0.213,0.449,0.337,0.2732,I'd forgotten how sweet she is.,1,Michelle,6
214,0.0,0.612,0.388,0.5859,Have an amazing time with the threesome.,1,Big Suze,7
215,0.0,0.848,0.152,0.3612,"Come on, there's someone in the living room that I'd like to introduce you to.",1,Michelle,15
216,0.0,1.0,0.0,0.0,Does he know the ground rules?,1,Vicky,6
217,0.0,1.0,0.0,0.0,Has he had a shower?,1,Vicky,5
218,0.345,0.655,0.0,-0.2755,Doesn't look like he's showered.,1,Vicky,5
219,0.0,1.0,0.0,0.0,Why isn't she talking to me?,1,Jeremy,6
220,0.0,0.609,0.391,0.4958,"Look, Vicky's just very busy, OK?",1,Michelle,6
221,0.11,0.728,0.162,0.2354,She's not all that sure about this whole thing and she's doing me a massive favour.,1,Michelle,16
222,0.0,0.705,0.295,0.4466,"She'd just rather not talk to you, OK?",1,Michelle,8
223,0.0,0.706,0.294,0.3612,"Vicky, shall we go and get ready?",1,Michelle,7
224,0.0,1.0,0.0,0.0,You know where the bathroom is.,1,Michelle,6
225,0.0,0.773,0.227,0.4466,"You'll find a bottle of antibacterial shower wash by the basin, OK?",1,Michelle,12
226,0.0,1.0,0.0,0.0,"I will have had a threesome, I will have had a threesome.",1,Jeremy,12
227,0.0,1.0,0.0,0.0,"So, Jez, a threesome.",1,Big Suze,4
228,0.059,0.651,0.29,0.7964,"My friend Jen did a threesome once, she said she cried for about an hour afterwards but I'd still definitely like to try it sometime.",1,Big Suze,25
229,0.0,1.0,0.0,0.0,"Suze, you don't wanna go back out with me, do you?",1,Jeremy,11
230,0.0,0.872,0.128,0.2263,"Oh, Jez, you're such a nice guy but, I think maybe it wasn't meant to be.",1,Big Suze,16
231,0.0,1.0,0.0,0.0,"Listen, come on, you can skip the shower, just use a flannel!",1,Michelle,12
232,0.0,0.776,0.224,0.1139,Vicky doesn't wanna miss her train.,1,Michelle,6
233,0.0,0.594,0.406,0.6249,"This is great, I'm having it large.",1,Jeremy,7
234,0.0,0.667,0.333,0.3612,It's like I'm living in a porno.,1,Jeremy,7
235,0.0,0.664,0.336,0.7624,"Except, porn stars probably get lovely sedatives so they feel like they're not really there.",1,Jeremy,15
236,0.0,0.389,0.611,0.7418,"That wasn't depressing, that was great.",1,Jeremy,6
237,0.0,1.0,0.0,0.0,"Big Suze out of my life forever, so what?",1,Jeremy,9
238,0.0,1.0,0.0,0.0,Why have I never thought about drinking in the day before?,1,Jeremy,11
239,0.0,0.523,0.477,0.7501,What's more fun than a couple of nice cold beerskis?,1,Jeremy,10
240,0.464,0.536,0.0,-0.3818,What's depressing about that?,1,Jeremy,4
241,0.282,0.537,0.181,-0.3607,"You can't be depressed when you're pissed, it's not possible.",1,Jeremy,10
242,0.0,1.0,0.0,0.0,"Jeremy, I've got a lead.",1,Mark,5
243,0.0,1.0,0.0,0.0,This kid says he can get my phone back.,1,Mark,9
244,0.0,1.0,0.0,0.0,I've gotta meet him at Chicken Corner.,1,Mark,7
245,0.0,1.0,0.0,0.0,I need back up.,1,Mark,4
246,0.0,1.0,0.0,0.0,"Jez, where are you?",1,Mark,4
247,0.0,1.0,0.0,0.0,I'm at the supermarket.,1,Jeremy,4
248,0.0,0.592,0.408,0.7351,"Yep, I'm doing the big shop and I'm doing it brilliantly.",1,Jeremy,11
249,0.0,1.0,0.0,0.0,"Jez, you're not just buying chocolate, crisps and booze, are you?",1,Mark,11
250,0.0,1.0,0.0,0.0,I also have dips.,1,Jeremy,4
251,0.0,1.0,0.0,0.0,I'll say I ate the dips.,1,Jeremy,6
252,0.0,0.576,0.424,0.6319,"I just hope, Jez, the drinking, it hasn't become a problem.",1,Mark,11
253,0.0,1.0,0.0,0.0,"Shut up, don't knock the drinking.",1,Jeremy,6
254,0.0,1.0,0.0,0.0,It was while I was drinking that I came up with my plan about Stu.,1,Jeremy,15
255,0.0,1.0,0.0,0.0,I'm gonna hit him.,1,Jeremy,4
256,0.0,1.0,0.0,0.0,"That's not really a plan, as such.",1,Mark,7
257,0.0,0.631,0.369,0.624,"Of course it's a plan, it's a fucking brilliant plan.",1,Jeremy,10
258,0.0,1.0,0.0,0.0,I plan to hit him.,1,Jeremy,5
259,0.0,1.0,0.0,0.0,What isn't a plan about that?,1,Jeremy,6
260,0.0,1.0,0.0,0.0,"Look, I'll see you in a bit.",1,Jeremy,7
261,0.0,0.495,0.505,0.6238,God I must look so cool to her.,1,Jeremy,8
262,0.0,0.615,0.385,0.3612,Like Pete Doherty or Bukowski.,1,Jeremy,5
263,0.0,0.732,0.268,0.296,"Yeah, that's right honey, I'm a street-fighting man.",1,Jeremy,8
264,0.0,0.792,0.208,0.2732,"God, she's probably getting wet just looking at me.",1,Jeremy,9
265,0.0,1.0,0.0,0.0,"Hold your horses, honey.",1,Jeremy,4
266,0.0,1.0,0.0,0.0,I've got coupons for the Pringles.,1,Jeremy,6
267,0.0,0.484,0.516,0.4927,"So, thanks for coming.",1,Mark,4
268,0.0,1.0,0.0,0.0,"I mean, obviously your mate...",1,Mark,5
269,0.149,0.851,0.0,-0.4215,"I'm not, I don't approve of what he's done, but there's no reason why we can't be civil.",1,Mark,18
270,0.0,1.0,0.0,0.0,"So, what I'm after... what I'm demanding... is my Blackberry back.",1,Mark,11
271,0.0,0.505,0.495,0.5994,Yeah I might be able to help you.,1,Mugger's Mate,8
272,0.0,0.659,0.341,0.6908,"Oh, well, that would be fantastic, because it actually belongs to my office.",1,Mark,13
273,0.0,1.0,0.0,0.0,It's gonna cost you fifty quid though mate.,1,Mugger's Mate,8
274,0.0,1.0,0.0,0.0,"All right, see you later.",1,Mugger's Mate,5
275,0.0,0.176,0.824,0.8531,"All right, OK great, cool.",1,Mugger's Mate,5
276,0.0,0.816,0.184,0.6059,"I mean, I think, I have to say, this is a bit rich, but I guess, maybe there's certain administrative costs for you to bear and so on, so...",1,Mark,29
277,0.0,1.0,0.0,0.0,"Sixty, it's gone up to sixty now mate.",1,Mugger's Mate,8
278,0.0,0.7,0.3,0.4588,Cause obviously this dynamic could go on indefinitely.,1,Mark,8
279,0.0,1.0,0.0,0.0,I mean is sixty... will that really be it?,1,Mark,9
280,0.0,0.831,0.169,0.5023,"Oh listen, one more thing, will you ask for it again, but like a lady, in a lady's voice?",1,Mugger's Mate,19
281,0.0,0.667,0.333,0.3612,Ask for your Blackberry like a lady.,1,Mugger's Mate,7
282,0.524,0.476,0.0,-0.296,"No, I really think-",1,Mark,4
283,0.0,1.0,0.0,0.0,Can I have my Blackberry back?,1,Mark,6
284,0.0,0.685,0.315,0.3182,"Can I have my Blackberry back, please?",1,Mark,7
285,0.0,0.833,0.167,0.296,"All right listen mate, I'll call you when I've got it, yeah?",1,Mugger's Mate,12
286,0.119,0.811,0.07,-0.2263,"But he hasn't got my... oh, no of course he'll have my number from when I called him.",1,Mark,18
287,0.0,0.468,0.532,0.69,Yes and I think he'll definitely be calling!,1,Jeremy,8
288,0.321,0.472,0.208,-0.296,"Yeah, come on Stu, you stupid monk.",1,Jeremy,7
289,0.0,1.0,0.0,0.0,"Come on buddy, I watched you go in.",1,Jeremy,8
290,0.0,1.0,0.0,0.0,You've gotta come out.,1,Jeremy,4
291,0.0,1.0,0.0,0.0,They don't have beds in churches.,1,Jeremy,6
292,0.0,1.0,0.0,0.0,"I don't think, do they?",1,Jeremy,5
293,0.0,1.0,0.0,0.0,"Maybe they do, for the vicars and...",1,Jeremy,7
294,0.378,0.315,0.308,-0.1697,"Shit man, are you OK?",1,Stu,5
295,0.239,0.761,0.0,-0.296,Probably missed the moment to smack him now.,1,Jeremy,8
296,0.0,1.0,0.0,0.0,I'm just heading back in for evensong.,1,Stu,7
297,0.0,0.506,0.494,0.4466,Are you OK mate?,1,Stu,4
298,0.0,0.737,0.263,0.3612,You look like you could do with a...,1,Stu,8
299,0.0,0.444,0.556,0.6124,Yeah that might be nice actually.,1,Jeremy,6
300,0.0,0.492,0.508,0.7351,"Oh, the hug, I'm finally getting the hug.",1,Jeremy,8
301,0.0,0.445,0.555,0.5777,I just feel so safe.,1,Jeremy,5
302,0.0,1.0,0.0,0.0,"Oh Jesus, I've got to get a hard-on soon or we're finished.",1,Mark,12
