,neg,neu,pos,compound,sentence,episode,speaker,length
47,0.0,1.0,0.0,0.0,I'll get it sorted.,1,Mark,4
48,0.0,1.0,0.0,0.0,"Wasn't your mum, it was just... a tiny thing, my boiler... it's nothing.",1,Mark,13
49,0.0,0.685,0.315,0.3182,"It's cool, it's nothing, minor explosion.",1,Mark,6
50,0.182,0.288,0.53,0.5622,"Forget it, I'm focused, OK, baby.",1,Mark,6
51,0.0,1.0,0.0,0.0,"Apparently, there's water leaking downst- so irrelevant.",1,Mark,7
52,0.0,1.0,0.0,0.0,"Can you fetch the TENS machine, Mark, it's really starting to-",1,Sophie,11
53,0.0,0.577,0.423,0.4466,"Right, OK, the TENS machine.",1,Mark,5
54,0.211,0.661,0.128,-0.2551,"While my flat fills with water, what you need is an almost imperceptibly low dose of battery-powered pain relief.",1,Mark,19
55,0.0,0.633,0.367,0.4404,"Can you try and relax, Mark?",1,Sophie,6
56,0.0,0.426,0.574,0.466,"Sure, understood, I won't get anxious.",1,Mark,6
57,0.162,0.838,0.0,-0.4767,"Placid lake of water, placid lake of water filling up my flat from the gushing broken boiler.",1,Mark,17
58,0.0,1.0,0.0,0.0,Has the nurse said anything about the pool yet?,1,Sophie,9
59,0.0,1.0,0.0,0.0,"Oh, what, water birth, isn't that a bit... zany?",1,Mark,9
60,0.0,0.684,0.316,0.5707,I really feel I'll be much happier in the pool!,1,Sophie,10
61,0.0,0.773,0.227,0.4466,"OK then, I'm on it, Soph, I'm on it for you.",1,Mark,11
62,0.0,1.0,0.0,0.0,"And remember to ask for one of those nets for poo and bits, Mark.",1,Sophie,14
63,0.0,0.741,0.259,0.2732,"God, how did he get so old?",1,Jeremy,7
64,0.0,1.0,0.0,0.0,I'll never let myself get so old.,1,Jeremy,7
65,0.228,0.772,0.0,-0.5023,"I mean, you have to get old up to a point, but that's ridiculous.",1,Jeremy,14
66,0.0,1.0,0.0,0.0,Still nothing from Elena.,1,Jeremy,4
67,0.0,0.469,0.531,0.8808,I'll never fool anyone as beautiful as Elena into loving me again.,1,Jeremy,12
68,0.61,0.39,0.0,-0.6908,Maybe I should kill myself.,1,Jeremy,5
69,0.0,0.641,0.359,0.4215,"Hmmm, Gary Neville's conservatory is nice.",1,Jeremy,6
70,0.429,0.571,0.0,-0.6705,"Hello, put that suicide bid on hold.",1,Jeremy,7
71,0.0,0.28,0.72,0.6289,"OK, a book, egghead alert.",1,Jeremy,5
72,0.0,1.0,0.0,0.0,"So, er... ""The Famished Road"", is that a sequel?",1,Jeremy,9
73,0.0,1.0,0.0,0.0,"To the one that was a film about the end of the world, ""The Road""?",1,Jeremy,15
74,0.0,1.0,0.0,0.0,'Cause they were hungry enough in that.,1,Jeremy,7
75,0.0,1.0,0.0,0.0,Didn't even know it was a one.,1,Jeremy,7
76,0.0,1.0,0.0,0.0,"So, what are you in for?",1,Jeremy,6
77,0.298,0.702,0.0,-0.5267,"You don't have to tell me, if it's disgusting.",1,Jeremy,9
78,0.0,0.556,0.444,0.4939,My boyfriend's in intensive care.,1,Zahra,5
79,0.361,0.412,0.227,-0.3182,"Yeah, he's in a bad way, unconscious.",1,Zahra,7
80,0.0,1.0,0.0,0.0,They don't know when he's going to come round.,1,Zahra,9
81,0.0,0.848,0.152,0.2421,"OK, birthing pool, don't believe in it but I have to sell it.",1,Mark,13
82,0.0,0.891,0.109,0.0258,"I'm Clare Short backing Iraq, Trinny and Susannah endorsing Nescafé.",1,Mark,10
83,0.0,1.0,0.0,0.0,"Hi, hello, I wondered what happened to the nurse from before?",1,Mark,11
84,0.0,1.0,0.0,0.0,The one who was...,1,Mark,4
85,0.0,1.0,0.0,0.0,Yana's finished her shift.,1,Nurse,4
86,0.0,0.686,0.314,0.6166,"Ah, oh, OK. Well, we, er, discussed the possibility, earlier of using a pool.",1,Mark,14
87,0.0,0.704,0.296,0.2732,"Well, I don't have a note of that.",1,Nurse,8
88,0.0,0.328,0.672,0.6249,"Great, Yana's a flake.",1,Mark,4
89,0.0,0.648,0.352,0.5859,The lovely nurse who doesn't write anything down.,1,Mark,8
90,0.0,1.0,0.0,0.0,She probably only works here to get her hands on ludes.,1,Mark,11
91,0.0,1.0,0.0,0.0,And both birthing pools are all either occupied or-,1,Nurse,9
92,0.0,0.506,0.494,0.4466,"Look, I need a pool, OK?",1,Mark,6
93,0.0,0.345,0.655,0.4215,We want a natural birth.,1,Mark,5
94,0.074,0.773,0.152,0.183,"God knows some people aren't convinced of the benefits of a water birth, but I for one am not one of them.",1,Mark,22
95,0.0,0.698,0.302,0.3804,"So, please could you sort that out?",1,Mark,7
96,0.0,1.0,0.0,0.0,I'll see what I can do.,1,Nurse,6
97,0.0,0.588,0.412,0.2732,"God, I'm so stern.",1,Mark,4
98,0.0,0.882,0.118,0.1531,"Maybe I'll end up marrying her instead and we'll have brisk, clinical sex.",1,Mark,13
99,0.0,1.0,0.0,0.0,"How's it going, dude?",1,Jeremy,4
100,0.0,1.0,0.0,0.0,"I estimate we're looking at a five centimetre cervix, plus the boiler's exploded.",1,Mark,13
101,0.0,0.58,0.42,0.4404,Who was that good plumber?,1,Mark,5
102,0.455,0.545,0.0,-0.3612,"Look, you're stressing it.",1,Jeremy,4
103,0.0,1.0,0.0,0.0,How about I sort it?,1,Jeremy,5
104,0.0,0.819,0.181,0.4754,He's so lucky I'm the kind of guy who would never spike a coffee with Rohypnol.,1,Jeremy,16
105,0.16,0.84,0.0,-0.2732,Too many practical risks before we even get into the moral considerations.,1,Jeremy,12
106,0.15,0.361,0.489,0.4246,"OK, pretty tough but I managed it.",1,Mark,7
107,0.0,1.0,0.0,0.0,"I said, listen, you do things our way.",1,Mark,8
108,0.102,0.816,0.081,-0.1368,"My birth partner has requested this and I don't care if I have to take it to the very top of the GMC, got it?",1,Mark,25
109,0.0,1.0,0.0,0.0,"Mark, I can't do this.",1,Sophie,5
110,0.0,0.364,0.636,0.8286,"OK. Is that better, or is that better?",1,Mark,8
111,0.0,0.508,0.492,0.4404,Or is that better?,1,Mark,4
112,0.21,0.667,0.124,-0.2263,"Oh, I want it to stop, it's all too much.",1,Sophie,10
113,0.0,0.804,0.196,0.4466,"Soph, it's OK, we'll get you in the pool, I'm gonna sort it.",1,Mark,13
114,0.404,0.336,0.26,-0.1813,"I don't want a pool, I need pain relief, Mark!",1,Sophie,10
115,0.196,0.804,0.0,-0.0572,"Oh, you don't want the pool?",1,Mark,6
116,0.311,0.622,0.067,-0.69,"No, I want an epidural or someone to smack me on the head or just- fuck!",1,Sophie,16
117,0.0,1.0,0.0,0.0,It's just I did ask very firmly for the pool.,1,Mark,10
118,0.0,1.0,0.0,0.0,"If I go back now, I'll look-",1,Mark,7
119,0.318,0.682,0.0,-0.4215,"It's just, it'll weaken my negotiating position.",1,Mark,7
120,0.193,0.614,0.193,0.0,"No, Soph, yep, I'm on it, just a tiny query.",1,Mark,10
121,0.0,0.821,0.179,0.5719,"Can you remember, not at your last place, but the place before, the name of that nice plumber?",1,Mark,18
122,0.0,1.0,0.0,0.0,Was it Tom or Tim?,1,Mark,5
123,0.08,0.848,0.072,-0.0387,"No biggie, but if it jumps into your head, can you just pop the number down there, would you?",1,Mark,19
124,0.0,0.427,0.573,0.7717,"Wow, private room, this guy's lucked out.",1,Jeremy,7
125,0.0,1.0,0.0,0.0,"Hi, Ben, I'm back.",1,Zahra,4
126,0.0,0.647,0.353,0.7184,"I thought this might inspire him, you know, to write a novel, now he's unconscious.",1,Zahra,15
127,0.0,0.805,0.195,0.4404,"You know, it's funny, just looking at him, I could tell we'd get on.",1,Jeremy,14
128,0.0,0.236,0.764,0.8658,"He looks like a laugh, a right laugh.",1,Jeremy,8
129,0.167,0.392,0.441,0.4215,I sort of want to shake his hand.,1,Jeremy,8
130,0.0,1.0,0.0,0.0,Would that be all right?,1,Jeremy,5
131,0.0,1.0,0.0,0.0,"Ah Ben, sleepy Ben.",1,Jeremy,4
132,0.376,0.471,0.153,-0.4404,"I want to steal your girlfriend, Ben.",1,Jeremy,7
133,0.0,0.417,0.583,0.6369,I think I love your girlfriend.,1,Jeremy,6
134,0.0,0.517,0.483,0.4215,"Sleepy Ben, that's nice.",1,Zahra,4
135,0.297,0.37,0.333,0.0757,I definitely don't hope he dies.,1,Jeremy,6
136,0.077,0.477,0.446,0.8968,"Definitely not, that would be horrible, but he does look like he could do with a nice long relaxing coma.",1,Jeremy,20
137,0.0,1.0,0.0,0.0,"Oh, it's you again.",1,Nurse,4
138,0.0,0.736,0.264,0.7603,"OK, well after a lot of hassle, I've actually managed to swap things around, and it looks like the birthing pool will be available, so-",1,Nurse,25
139,0.11,0.65,0.24,0.3818,"Yes, well as it happens, things have changed and my partner no longer requires the pool.",1,Mark,16
140,0.238,0.705,0.057,-0.6249,"No, we want the what's it called, the drugs pipe, the heroin pump, the crack tube, whatever you've got.",1,Mark,19
141,0.616,0.233,0.151,-0.6124,I want to stop her suffering.,1,Mark,6
142,0.0,0.597,0.403,0.4019,Wish I'd known this earlier.,1,Nurse,5
143,0.216,0.784,0.0,-0.296,"You might be ripe for a trim, in the cuts.",1,Mark,10
144,0.234,0.766,0.0,-0.5209,"So, before the accident, how long had you two been, hanging out?",1,Jeremy,12
145,0.0,0.754,0.246,0.4466,"OK. And how was it going, were you two very...?",1,Jeremy,10
146,0.0,0.854,0.146,0.3384,"Oh, he's very committed to his work and he did the Iron Man triathlon, twice.",1,Zahra,15
147,0.0,0.808,0.192,0.5859,"Wow, so out of those three months, you can knock off at least two weeks for training.",1,Jeremy,17
148,0.0,0.709,0.291,0.5719,"He loves his dance music, and drugs and video games.",1,Zahra,10
149,0.0,0.417,0.583,0.6369,Whereas I love to read.,1,Zahra,5
150,0.0,0.403,0.597,0.8126,"I adore to read, it's amazing, isn't it?",1,Jeremy,8
151,0.0,1.0,0.0,0.0,"Because a book, I always say, can be about anything.",1,Jeremy,10
152,0.0,0.89,0.11,0.1531,"Yeah, I often read to Ben, but he's more of a magazine, FHM, kind of guy.",1,Zahra,16
153,0.343,0.381,0.276,-0.1779,"Oh, shit, I'd better get this.",1,Zahra,6
154,0.0,0.545,0.455,0.3612,Would you like to...?,1,Zahra,4
155,0.0,1.0,0.0,0.0,"""This month's hot tip...""",1,Jeremy,4
156,0.0,1.0,0.0,0.0,...the premier Wrangler collection.,1,Jeremy,4
157,0.0,0.674,0.326,0.4404,When has good denim ever been cheap?,1,Jeremy,7
158,0.0,1.0,0.0,0.0,The answer is never.,1,Jeremy,4
159,0.128,0.687,0.185,0.5775,"Look, dude, bit of a weird one, but if you aren't gonna make it through, I mean if you can't, then don't worry, because Zahra's great.",1,Jeremy,26
160,0.093,0.658,0.249,0.5529,"And, I'll be waiting, and if you check out, in a friendly way, not like a vulture, to check in.",1,Jeremy,20
161,0.11,0.837,0.053,-0.4305,"And don't worry, I'm not gonna start waggling on any of your tubes, but, and if you have a problem with anything I've just said then, do give me a sign.",1,Jeremy,31
162,0.0,0.754,0.246,0.4466,"OK. ""I'm in a swimming pool and my bikini pops off.",1,Jeremy,11
163,0.0,0.859,0.141,0.2411,"I'm not bothered, I'll just carry on"", and that's a comment from ""Kayleigh, Islip"".",1,Jeremy,14
164,0.0,0.763,0.237,0.4215,"You see a picture of Kayleigh there, and her nice bum.",1,Jeremy,11
165,0.0,1.0,0.0,0.0,What are you doing?,1,Mark,4
166,0.0,1.0,0.0,0.0,I'm reading FHM to this unconscious guy.,1,Jeremy,7
167,0.0,1.0,0.0,0.0,Because I have a heart.,1,Jeremy,5
168,0.289,0.361,0.349,0.128,"Work's crazy, thanks so much.",1,Zahra,5
169,0.423,0.577,0.0,-0.296,"No, go on, what?",1,Jeremy,4
170,0.0,1.0,0.0,0.0,What are you saying?,1,Jeremy,4
171,0.375,0.625,0.0,-0.5859,"Look, there's no need to be all cynical, just because-",1,Jeremy,10
172,0.0,0.708,0.292,0.5095,I'm actually quite glad it's all a filthy duplicitous ploy.,1,Mark,10
173,0.268,0.732,0.0,-0.296,I was worried you had a complete personality change.,1,Mark,9
174,0.102,0.898,0.0,-0.1779,"Oh, just because I'm doing something decent, there has to be some weird thing going on?",1,Jeremy,16
175,0.0,1.0,0.0,0.0,I should be getting back to Sophie.,1,Mark,7
176,0.0,1.0,0.0,0.0,"Jez, would you consider coming with me?",1,Mark,7
177,0.0,0.741,0.259,0.2732,I don't think I'm coping all that well.,1,Mark,8
178,0.239,0.761,0.0,-0.296,"No, kind of always wanted to see a birth.",1,Jeremy,9
179,0.0,0.446,0.554,0.7354,"Be kind of like Alien, but sexy.",1,Jeremy,7
180,0.0,1.0,0.0,0.0,"Hey, Soph, it's me, and Jez!",1,Mark,6
181,0.0,1.0,0.0,0.0,"When's the anaesthetist coming, Mark, I need something?",1,Sophie,8
182,0.104,0.837,0.059,-0.1356,"OK, look, I went crazy at them, I totally lost it actually, but the thing is that the anaesthetist has this C-section now, and then there's another procedure that he's booked in to-",1,Mark,33
183,0.0,1.0,0.0,0.0,"Tell them to pull their fingers out, Mark.",1,Jeremy,8
184,0.0,1.0,0.0,0.0,"Look, the anaesthetist can't be in two places at once.",1,Mark,10
185,0.0,0.764,0.236,0.2144,"I mean, I wish he could, but he can't.",1,Mark,9
186,0.0,1.0,0.0,0.0,How did I become the hospital's spin doctor?,1,Mark,8
187,0.0,0.557,0.443,0.1511,I want an epidural!,1,Sophie,4
188,0.0,1.0,0.0,0.0,"Hello, hello, Sophie, how we doing?",1,Midwife,6
189,0.0,0.19,0.81,0.8192,"OK, darling, baby's doing fine.",1,Midwife,5
190,0.0,0.789,0.211,0.4466,"I just wanna see how you're doing, see how dilated you are, OK?",1,Midwife,13
191,0.318,0.682,0.0,-0.4939,"Hmm, stuck on the medical channel and there's no remote control.",1,Mark,11
192,0.0,0.38,0.62,0.5994,"Yes, yeah, maybe some music.",1,Mark,5
193,0.0,1.0,0.0,0.0,That's gonna drive us all totally bonkers.,1,Mark,7
194,0.0,0.442,0.558,0.743,"Yeah, you're doing great, you're fully dilated.",1,Midwife,7
195,0.216,0.784,0.0,-0.296,"Your baby's coming, there's no time for an epidural.",1,Midwife,9
196,0.0,0.61,0.39,0.4939,She put her whole hand in.,1,Sophie,6
197,0.0,0.686,0.314,0.4939,I didn't think she'd put her whole hand in.,1,Sophie,9
198,0.0,1.0,0.0,0.0,"Look, maybe I should go.",1,Jeremy,5
199,0.0,1.0,0.0,0.0,"Of course, brings the insufferable music, then goes.",1,Mark,8
200,0.0,0.545,0.455,0.3612,He's like the 1980s.,1,Mark,4
201,0.0,0.63,0.37,0.4466,"Oh, OK, I'll be right down.",1,Mark,6
202,0.0,0.435,0.565,0.5994,That was Super Hans.,1,Mark,4
203,0.0,1.0,0.0,0.0,"He's here, he wants money to fix the boiler.",1,Mark,9
204,0.0,0.694,0.306,0.296,"Yeah, I called him earlier, boiler's sorted.",1,Jeremy,7
205,0.0,0.606,0.394,0.5994,You called Super Hans about the boiler?,1,Mark,7
206,0.0,0.506,0.494,0.5994,Super Hans is our plumber?,1,Mark,5
207,0.239,0.761,0.0,-0.296,"No, not Hans, his mate, his mate's a plumber.",1,Jeremy,9
208,0.106,0.596,0.298,0.6705,"Oh, great, I wonder if he appears on the CORGI Gas Safe Register, or just the sex offenders.",1,Mark,18
209,0.091,0.909,0.0,-0.1027,"That's right, pay Hans to do the plumbing, swap the cow for some magic beans.",1,Mark,15
210,0.0,1.0,0.0,0.0,"Half a monkey, as requested.",1,Mark,5
211,0.0,1.0,0.0,0.0,Why am I dealing in animals?,1,Mark,6
212,0.237,0.538,0.226,-0.0258,No animal-based transaction has ever gone well.,1,Mark,7
213,0.0,1.0,0.0,0.0,It's for parts and that.,1,Super Hans,5
214,0.0,1.0,0.0,0.0,I'll probably end up with half a Ford Escort and some porno tapes and we'll call it all square.,1,Mark,19
215,0.0,1.0,0.0,0.0,Is he the plumber?,1,Mark,4
216,0.0,0.616,0.384,0.6808,"Relax, Mark, we can definitely do plumbing, it's not an issue.",1,Super Hans,11
217,0.0,0.633,0.367,0.4391,"Trojan's very capable, after his sleep.",1,Super Hans,6
218,0.0,1.0,0.0,0.0,"Plumbing's just fucking Lego, innit, water Lego.",1,Super Hans,7
219,0.0,1.0,0.0,0.0,"So, how's it all going with Soph and the baby?",1,Super Hans,10
220,0.307,0.602,0.09,-0.7218,"You know, for a while it's been pretty boring but I think we're getting to the utterly terrifying bit.",1,Mark,19
221,0.0,1.0,0.0,0.0,"Take my advice, stay away from the goal end, mate.",1,Super Hans,10
222,0.0,1.0,0.0,0.0,You don't wanna get thinking about that.,1,Super Hans,7
223,0.0,0.615,0.385,0.3612,It's like the Channel Tunnel.,1,Super Hans,5
224,0.0,0.648,0.352,0.7642,"Lovely, it's all about your holidays, but imagine you saw a fucking huge baby come out of it.",1,Super Hans,18
225,0.0,1.0,0.0,0.0,Never be the same again.,1,Super Hans,5
226,0.0,1.0,0.0,0.0,"One other tip, trip.",1,Super Hans,4
227,0.209,0.484,0.307,0.2975,"Trip your fucking nuts off, makes it amazing.",1,Super Hans,8
228,0.655,0.345,0.0,-0.6908,Isn't it pretty amazing anyway?,1,Mark,5
229,0.0,0.782,0.218,0.4199,"But if you're tripping and you're having a baby, it's like, fuuuck!",1,Super Hans,12
230,0.0,1.0,0.0,0.0,"You know, you see a little guy come out of there, what's gonna happen next?",1,Super Hans,15
231,0.0,1.0,0.0,0.0,Frogs out of her arsehole?,1,Super Hans,5
232,0.0,1.0,0.0,0.0,Milk out of her ears?,1,Super Hans,5
233,0.0,0.902,0.098,0.3384,"If those two fix my boiler, I think it will be more surprising than if Sophie gave birth to a working replica of Stephenson's Rocket.",1,Mark,25
234,0.0,1.0,0.0,0.0,"Hi, Soph, back now, can I do anything?",1,Mark,8
235,0.0,0.423,0.577,0.6249,"You're doing great, Sophie.",1,Midwife,4
236,0.528,0.278,0.194,-0.5574,"Oh, God, the screaming, poor Sophie.",1,Mark,6
237,0.0,0.526,0.474,0.4019,I definitely couldn't give birth.,1,Mark,5
238,0.311,0.566,0.123,-0.4588,I want to call Dignitas when I get lumbar pain.,1,Mark,10
239,0.0,1.0,0.0,0.0,"Now, don't push if you don't need to.",1,Midwife,8
240,0.0,1.0,0.0,0.0,"Take a rest, Sophie.",1,Midwife,4
241,0.0,0.783,0.217,0.3612,I can't just keep standing to attention like Captain Mark Phillips.,1,Mark,11
242,0.0,0.783,0.217,0.3612,Could march around the room like Nelson on his quarterdeck.,1,Mark,10
243,0.0,1.0,0.0,0.0,I'm just a spare part.,1,Mark,5
244,0.0,0.695,0.305,0.5248,Why don't you stop walking round like that and come over here?,1,Midwife,12
245,0.215,0.556,0.229,0.0516,"And the fun part is, everything I do is basically wrong.",1,Mark,11
246,0.0,0.596,0.404,0.7269,"If I can just get hold of a hand, that might feel useful.",1,Mark,13
247,0.0,1.0,0.0,0.0,"Oh, it's now, Mark, it's now!",1,Sophie,6
248,0.118,0.718,0.164,0.182,"Right, right, yes, I'm sure, but just don't use all your energy, 'cause you did say that eight hours ago, and it wasn't now, and I don't want to be a doubting Thomas, but-",1,Mark,34
249,0.0,1.0,0.0,0.0,Is that for me or just general bastarding?,1,Mark,8
250,0.709,0.291,0.0,-0.807,"Oh, fuck off, fuck off!",1,Sophie,5
251,0.5,0.5,0.0,-0.7906,"If she keeps saying fuck off, I might fuck off.",1,Mark,10
252,0.38,0.62,0.0,-0.8481,"That's gotta be within your rights, to fuck off, if someone repeatedly screams at you to fuck off.",1,Mark,18
253,0.0,1.0,0.0,0.0,Can I- I just need to nip to the little boys' room.,1,Mark,12
254,0.0,0.761,0.239,0.296,"Yeah, the little boys' room, for little boys.",1,Mark,8
255,0.0,1.0,0.0,0.0,"There we go, one for you and one for Ben.",1,Jeremy,10
256,0.0,1.0,0.0,0.0,"I'll have Ben's for him, shall I?",1,Jeremy,7
257,0.0,1.0,0.0,0.0,"Here's to you, Ben.",1,Jeremy,4
258,0.195,0.805,0.0,-0.4791,"I mean, the thing I think is, if he doesn't make it, God forbid, at least he lived to the max.",1,Zahra,21
259,0.0,1.0,0.0,0.0,"The Iron Man, we think we were once in the same bar as Banksy.",1,Zahra,14
260,0.0,0.538,0.462,0.7184,"Wow, yeah, I mean, there's a time for everything, isn't there?",1,Jeremy,11
261,0.0,1.0,0.0,0.0,"You know, there's a time for golf, a time for stew.",1,Jeremy,11
262,0.0,1.0,0.0,0.0,"Come on, Guru Jez.",1,Jeremy,4
263,0.0,1.0,0.0,0.0,"I mean, it's the whole circle of life, isn't it?",1,Jeremy,10
264,0.0,1.0,0.0,0.0,"I mean, if you believe in reincarnation, imagine if he... went, at the exact same moment that my friend's baby was born.",1,Jeremy,22
265,0.0,0.855,0.145,0.1779,"Ben's spirit, his essence, might live on, Bluetoothed into the baby.",1,Jeremy,11
266,0.0,0.51,0.49,0.5859,"Yeah, I suppose I could accept that, in a way.",1,Zahra,10
267,0.0,1.0,0.0,0.0,"It's just, I'm dangling, you know?",1,Zahra,6
268,0.0,1.0,0.0,0.0,We need to get you some answers.,1,Jeremy,7
269,0.0,1.0,0.0,0.0,Is he going to pull through?,1,Jeremy,6
270,0.0,1.0,0.0,0.0,You need to know.,1,Jeremy,4
271,0.0,1.0,0.0,0.0,I need to know.,1,Jeremy,4
272,0.118,0.667,0.215,0.2263,"Right now, I'm a supporting character in a weepy, when I want to be the leading man in a porno.",1,Jeremy,20
273,0.0,0.661,0.339,0.6289,"Yeah, OK, off to the toilet, have a wee and then back in.",1,Mark,13
274,0.0,0.738,0.262,0.5499,"I could walk quicker, but it's interesting to note that I'm not.",1,Mark,12
275,0.0,1.0,0.0,0.0,"I'm walking at what I would describe in court as a normal pace, but which I think is actually slightly slower than normal.",1,Mark,23
276,0.0,1.0,0.0,0.0,"Hmm, why didn't I go in?",1,Mark,6
277,0.0,1.0,0.0,0.0,"Here I go, into here.",1,Mark,5
278,0.0,0.516,0.484,0.6841,"OK, this is interesting, where am I going now?",1,Mark,9
279,0.0,0.804,0.196,0.4466,"I think this is OK, this is something somebody might do in my situation.",1,Mark,14
280,0.046,0.954,0.0,-0.0516,"""My wife was going into labour, and I decided to leave her ever so briefly, to grab something to eat to fortify me for the events ahead"".",1,Mark,27
281,0.0,0.78,0.22,0.4767,"""Oh, right, that sounds wise, that you got a chicken bucket early on"".",1,Mark,13
282,0.0,0.705,0.295,0.4466,"That's gonna take a few minutes, is that OK?",1,Others,9
283,0.0,0.426,0.574,0.4019,"Yes, I can wait.",1,Mark,4
284,0.0,0.667,0.333,0.3612,Eating from a bucket like a human horse.,1,Mark,8
285,0.0,1.0,0.0,0.0,I feel refreshed and replenished and now back to the hospital.,1,Mark,11
286,0.155,0.845,0.0,-0.296,"No need to run, and still got some beans and a sweetcorn for Sophie.",1,Mark,14
287,0.0,1.0,0.0,0.0,Probably just what she fancies.,1,Mark,5
288,0.369,0.631,0.0,-0.6249,Is this the worst thing I've ever done?,1,Mark,8
289,0.0,0.822,0.178,0.1326,"You can't hide behind that pillar, I'm a sharpshooter.",1,Mark,9
290,0.0,0.63,0.37,0.4466,"I bet she's OK, all the staff.",1,Mark,7
291,0.208,0.519,0.274,0.1027,"I'm better off here, I'm safe here, with the gangsters in the killing zone.",1,Mark,14
292,0.19,0.443,0.367,0.4215,"The abandoned subway station, my safe place, my good place.",1,Mark,10
293,0.265,0.49,0.245,-0.0516,"Looks like you're in trouble there, mate.",1,Others,7
294,0.199,0.586,0.215,0.0423,"Oddball alert, do not respond, do not engage.",1,Mark,8
